text,stars,date
"Mình có ăn bên chi nhánh này, dù là ship nhưng mình rất ấn tượng về dịch vụ của quán.
Khi hết món, nhân viên chủ động gọi mình và hỏi xem muốn đổi options nào khác …   Thêm",5 sao,10 tháng trước
"không khí mát mẻ , đồ ăn ngon , nhân viên phục vụ nhiệt tình , vui vẻ , thân thiện , đồ ăn ra nhanh D…   Thêm",5 sao,2 tuần trước
"Mình đến lúc 8:30 và thanh toán vào lúc 8:39 tối, lúc order bạn nhân viên bảo phải đợi 25 phút, nhưng như hình thì phải đến 9:19 phút mình mới có gà ra, trên hình còn thiếu món, trong khi đó các khách đến sau đã có xong đơn trước 🤡🤡🤡 …   Thêm",1 sao,một năm trước
"Đặt đồ giao 3 lần rồi nhân viên nhiệt tình đáng yêu lắm, gà cũng ngon không bị khô nói chung là không biết chê ở điểm gì luôn.   Thêm",5 sao,3 tuần trước
"Gà giao về thì nhũn da không giòn, dặn không ức mà vẫn lấy ức mà không một lời báo cho khác hàng một cái? Bánh trứng thì nhỏ hơn tất cả các chi nhánh khác. Nói chung là dở tệ vô cùng   Thêm",1 sao,một năm trước
Cho khách tổ chức sinh nhật hoạt động cho bé ngay khu vực khách ăn uống. Cho bé thẩu banh gây ồn ào không chịu nỗi. Có phòng tổ chức sinh nhật thì không vô phòng. Quá tệ không bao giờ quay lại   Thêm,1 sao,3 tháng trước
"Đồ ăn ngon, chất lượng Đồ ăn:  5 Dịch vụ: …   Thêm",5 sao,2 tuần trước
"đồ ăn ngon, nhân viên phục vụ tận tình, chu đáo Đồ ăn:  5…   Thêm",5 sao,4 tháng trước
"Ăn ở đây nhiều lần, nhân viên thân thiện, chỗ ngồi sạch sẽ. Đồ ăn:  5…   Thêm",5 sao,2 tháng trước
"Nay mình tổ chức sinh nhật cho con gái. Không gian tuy nhỏ nhưng thoáng. Sạch sẽ.
Nhân viên nhiệt tình, vui vẻ. Các bé rất thích.   Thêm",5 sao,9 tháng trước
đồ an ngon . nhân viên tận tình chu đáo . nói chung 10 điểm nhé Dịch vụ…   Thêm,5 sao,9 tháng trước
"Mặc dù đã đánh giá 1 sao 9 tháng trước nhưng hôm nay có 1 bạn nhân viên đến tặng mình phiếu ưu đãi , bạn Hồ Trung Hiếu chi nhánh KFC Minh Phụng , bạn hướng dẫn rất tận tình và cặn kẽ cách sữ dụng , làm mình rất có thiện cảm , cám ơn bạn và cửa hàng , chúc bạn và cửa hàng luôn phát triển tốt nhé !!   Thêm",5 sao,8 tháng trước
Chân thành cảm ơn vì 3 UC GA Dịch vụ Giao tận nơi…   Thêm,1 sao,3 tháng trước
"Quán phục vụ rất tốt, đồ ăn được đem ra nhanh. Thái độ nhân viên phục vụ rất nice Dịch vụ…   Thêm",5 sao,3 tháng trước
Bảo vệ và nhân viên nhiệt tình một 9 một 10. Một trải nghiệm tuyệt vời :v nếu có thể tăng lương nha sốp ơi   Thêm,5 sao,2 tháng trước
"Gà nóng hổi và giòn, mình tổ chức sinh nhật cho con ở đây nhân viên quân tâm rất tốt, đặt biệt là bạn Kim Trúc   Thêm",5 sao,4 tháng trước
"Gà ngon, món ra nhanh, take care tốt Dịch vụ Ăn tại chỗ…   Thêm",5 sao,7 tháng trước
"đồ ăn ngon và nhân viên nhiệt tình nha, mng nhớ đến quán ăn nhiều gà rán nhé Đồ ăn:  5…   Thêm",5 sao,Thời gian chỉnh sửa: 4 tháng trước
"Không gian thoáng mát , gà ngon lắm , mình ăn rất nhìu lần ròi 🥰 … Dịch vụ…   Thêm",5 sao,2 tuần trước
"Nhân viên nhiệt tình, chỉ khách order tận tình, gà ráo dầu ok lắm nha mn Đồ ăn:  5…   Thêm",5 sao,3 tháng trước
"Đồ ăn ngon, chỗ ngồi rộng rãi. Các bạn nhân viên cực dễ thương và nhiệt tình Dịch vụ…   Thêm",5 sao,4 tháng trước
Đồ ăn ngon nhân viên nhiệt tình chu đáo Đồ ăn:  5…   Thêm,5 sao,4 tháng trước
"gà nóng ngon nha, ko gian sạch sẽ, phục vụ nhiệt tình. rất hài lòng ạ Đồ ăn:  5…   Thêm",5 sao,3 tháng trước
"Tiệm gà rán KFC ở đường Minh Phụng, quận 11 Đồ ăn:  4…   Thêm",4 sao,4 tháng trước
Huhu trả lại công thức bột gà popcorn cho tui đi. Công thức mới dở quá,2 sao,2 tháng trước
"Đồ ăn ngon, nhân viên nhiệt tình đáng iu Đồ ăn:  5…   Thêm",5 sao,3 tháng trước
Kfc khỏi phải nói rồi mấy ac nv cũng dth nhiệt tình chú bảo vệ vui nhất luôn chú tuy già cũng thân thiện lắm nào qua thấy chú cũng cười nhiều lúc thấy chú già ko ko dám kêu chú dắt quản lí thấy thì cho chú lương cao tí nhen,5 sao,2 tháng trước
Dặn ko lấy ức mà lấy toàn ức,1 sao,5 tháng trước
"Đồ ăn được phục vụ nóng, nhân viên thân thiện và tận tình. Dịch vụ Ăn tạ…   Thêm",5 sao,3 tháng trước
"Nhân viên nhiệt tình dễ thương, đồ ăn ngon sạch sẽ Dịch vụ Ăn tại chỗ…   Thêm",5 sao,6 tháng trước
"Gà ngon, ra món nhanh, nhân viên nhiệt tình Dịch vụ Ăn tại chỗ…   Thêm",5 sao,7 tháng trước
"Gà nóng. Nhưng có vẻ ít cay hơn.
Sẽ quay lại Dịch vụ Ăn tại chỗ…   Thêm",4 sao,một năm trước
Bầu không khí thật tuyệt vời! Tớ thích nhất bạn nhân viên Nguyễn Đình Khoa ❤️ Dịch vụ…   Thêm,5 sao,3 tháng trước
"Đặt 27 đùi vs ức tổ chức sinh nhật cho bé. 10am mở cửa , nhân viên hỗ trợ nhận sớm 9:30am Dịch vụ…   Thêm",5 sao,9 tháng trước
"Hôm qua mình mới ăn ở chi nhánh khác có tô, ra món 1 phần ăn nhìn chỉn chu đàng hoàng. Hôm nay ăn ở KFC Minh Phụng thì như này đây ạ.
Quán cũng không có bill để mình góp ý luôn nên mình gửi lên đây. …   Thêm",1 sao,Thời gian chỉnh sửa: một năm trước
"Dịch vụ tại KFC rất nhanh chóng và chuyên nghiệp. Nhân viên luôn thân thiện, không gian sạch sẽ, phù hợp để gặp gỡ bạn bè và gia đình   Thêm",5 sao,5 tháng trước
"Mình là fan KFC ăn từ rất bé , nay gần nhà có chi nhánh rất tiện các bạn nhân viên nhiệt tình dễ thương   Thêm",5 sao,10 tháng trước
"Khá ổnn, cá nhân mình thấy đồ ăn ngon, hợp khẩu vị Đồ ăn:  5…   Thêm",5 sao,2 tháng trước
"Đồ ăn ngon
Nhân viên take care chu đáo
Không gian sạch sẽ😚😚 … Đồ ăn:  5…   Thêm",5 sao,5 tháng trước
"anh/chị nhân viên dễ thương , nhiệt tình Đồ ăn:  5…   Thêm",5 sao,một tháng trước
"1 trong những chi nhánh sạch sẽ yên tĩnh, do gần nhà nên mình hay ghé ăn trưa và các bạn nv rất dth và nhiệt tình   Thêm",5 sao,9 tháng trước
mình rất thích ăn kfc nhưng hôm mình đi ăn là ngày 13/1 là t2 mình có kêu 1 combo và kêu thêm mấy món khác tổng bill là hết 203k hay 230k gì đó mình không nhớ nhưng combo đó là 1 mì 2 gà 1 nước và có kêu thêm 1 mì 1 khoai và 4 cái bánh …   Thêm,1 sao,6 tháng trước
mình va nyc hay đến ăn dù ctay rồi nhưng ngon nên mình vẫn quay lại ăn Đồ ăn:  5…   Thêm,5 sao,3 tháng trước
"quán ăn ngon, dịch vụ tốt, nhanh nhẹn và thân thiện Đồ ăn:  5…   Thêm",5 sao,2 tháng trước
"Nhân viên rất thiếu chuyên nghiệp ,có gì cũng gọi quản lí ko biết tự xử lý mua có phần ăn mà đợi hơn nửa tiếng hỏi lại thì xót đơn đề nghị nhà hàng cho những nhân viên chuyên nghiệp hơn làm việc vào những ngày cuối tuần   Thêm",1 sao,6 tháng trước
"đồ ăn ngon,phục vụ chu đáo,khu vực ăn view đẹp nhưng hơi chật Dịch vụ Ăn…   Thêm",5 sao,5 tháng trước
"Gà ngon, quán phục vụ ổn, chỉ có mỳ ý là chưa ngon, nhất là phần nước sốt mỳ ý Dịch vụ…   Thêm",4 sao,5 tháng trước
"Gà giòn, ngon, có nhiều ưu đãi hấp dẫn đc tặng kem nữa. Dịch vụ Ăn tại c…   Thêm",5 sao,2 tháng trước
"Thái độ phục vụ tuyệt vời, sẽ ghé lại vào lần gần nhất",5 sao,2 tháng trước
"Đồ ăn rất ngon , phục vụ nhiệt tình Đồ ăn:  5…   Thêm",5 sao,5 tháng trước
Kem ngon  ; mát lạnh  cực không khí tiệc cực vui nhe bây ơi Đồ ăn:  5…   Thêm,5 sao,3 tháng trước
"Quán sạch sẽ, mát mẻ, nhân viên thân thiện, đồ ăn hấp dẫn Dịch vụ Ăn tại…   Thêm",5 sao,3 tháng trước
Ghé sau 7h30 thì các loại nước uống thường xuyên hết sớm Đồ ăn:  4…   Thêm,5 sao,3 tháng trước
"Ngon, nhân viên nhiệt tình Đồ ăn:  5…   Thêm",5 sao,một tháng trước
Rất tốt nhân viên thân thiện đồ ăn ngon Đồ ăn:  5…   Thêm,5 sao,5 tháng trước
"Đồ ăn ngon, nhân viên nhiệt tình. Đồ ăn:  5…   Thêm",5 sao,6 tháng trước
"nhân viên dễ thương, phục vụ tận tình Đồ ăn:  5…   Thêm",5 sao,3 tháng trước
"Bán thức ăn nhanh nhưng đợi khách order mới làm, không dự trù làm sẳn dù order món cơ bản nhất là gà giòn cay. Thời gian chờ đợi quá lâu, hẹn 10 phút có rồi không thấy khách nói gì để đợi luôn hơn 20 phút cho 3 miếng gà?
Có khách ngồi đó nhưng nhân viên chửi thề rất lớn khi khách huỷ đơn. Thua   Thêm",2 sao,8 tháng trước
Quán ok. Đồ ăn nóng. Lúc nào cũng đông đúc. Sẽ ghé lại. Dịch vụ Ăn tại c…   Thêm,5 sao,10 tháng trước
"Ngon , không có chỗ ngồi lại Dịch vụ Mua mang đi…   Thêm",5 sao,một tháng trước
"Đồ ăn ngon, nóng và nhân viên phục vụ tận tình Đồ ăn:  5…   Thêm",5 sao,7 tháng trước
"Đồ ăn ngon, gà giòn, gia vị vừa ăn, phục vụ nhanh, không gian tươi sáng và thoáng mát. Dịch vụ…   Thêm",5 sao,7 tháng trước
Sạch sẽ . Chất lượng phục vụ tốt Dịch vụ Ăn tại chỗ…   Thêm,5 sao,8 tháng trước
"Không gian nhà hàng sạch sẽ, đồ ăn ngon Đồ ăn:  5…   Thêm",5 sao,4 tháng trước
"mình thích kfc lắm, ngon rẻ nhân viên thân thiện quá tr,🫰🏻🫰🏻🫰🏻🫰🏻 … Đồ ăn:  5…   Thêm",5 sao,3 tháng trước
"Đồ ăn ngon, tốc độ phục vụ nhanh. Đồ ăn:  5…   Thêm",5 sao,6 tháng trước
Trời ơi quản lý khó chịu như đau bụng kinh Dịch vụ Mua mang đi…   Thêm,2 sao,2 tháng trước
"Quá dễ thương, mình đến đây đồ ăn rất ngon và còn được tặng quà nữa. Đồ ăn:  5…   Thêm",5 sao,9 tháng trước
"Tuần ăn phải 2, 3 lần mới đã😋🤤 … Dịch vụ Ăn tại chỗ…   Thêm",5 sao,4 tháng trước
Nhân viên cực kì dễ thương và chu đáo 10 điểm Đồ ăn:  5…   Thêm,5 sao,5 tháng trước
"Đồ ăn ngon, phục vụ nhanh, nhân viên thân thiện. Đồ ăn:  5…   Thêm",5 sao,7 tháng trước
Ko giang sạch đẹp Đồ ăn:  5 Dịch vụ: …   Thêm,5 sao,6 tháng trước
Sang lại ăn khoai tây mà đưa khoai giống như củ mềm ỉu gì đâu bực thiệt ...phản ánh thì nhân viên k nói gì.   Thêm,1 sao,một năm trước
"đồ ngon, chỉnh chu và rất đáng khen Giá mỗi người 100-200 N ₫…   Thêm",5 sao,5 tháng trước
Bạn nhân viên dth 10đ cho quán vì đã tuyển được e Đồ ăn:  4…   Thêm,5 sao,5 tháng trước
"Đồ ăn nóng, ngon và nhân viên phục vụ tốt Đồ ăn:  5…   Thêm",5 sao,7 tháng trước
ê ngon nha ê luôn á nha mấy bà Dịch vụ Ăn tại chỗ…   Thêm,5 sao,3 tháng trước
Nhân viên thân thiện dễ thương . Chuẩn bị món nhanh Dịch vụ Ăn tại chỗ…   Thêm,5 sao,6 tháng trước
"Đồ ăn ngon , nhân viên phục vụ nhiệt tình Đồ ăn:  5…   Thêm",5 sao,9 tháng trước
"Rất hài lòng khi đến đây. Nhân viên phục vụ tốt, nhiệt tình chu đáo Dịch vụ…   Thêm",5 sao,8 tháng trước
"Quán ngon, phục vụ tốt, nhân viên nhiệt tình Đồ ăn:  5…   Thêm",5 sao,6 tháng trước
"nhân viên thái độ không muốn bán cho khách, đuổi khéo khách hàng. Dịch vụ…   Thêm",1 sao,6 tháng trước
Nhân viên rất tệ và nghiệp dư. Để khách ngồi đợi hơn 30p mà lúc giao đồ ăn lại không 1 lời xin lỗi. D…   Thêm,1 sao,9 tháng trước
"Đồ ăn ở quán ngon lúm, nhân viên nhiệt tình, dễ thương nữa, sẽ quay lại quán để ăn típ Đồ ăn:  …   Thêm",5 sao,8 tháng trước
"Ngon, giòn, sạch sẽ Đồ ăn:  5 Dịch vụ: …   Thêm",5 sao,2 tuần trước
"Tiệm trang trí đẹp, nhân viên nhiệt tình Đồ ăn:  5…   Thêm",5 sao,4 tháng trước
Ngon và có nhiều khuyến mãi. Dịch vụ Ăn tại chỗ…   Thêm,5 sao,2 tháng trước
"Gà ngon, thấm gia vị. Mấy bạn nhân viên nhiệt tình oke lắm nha mng Dịch vụ…   Thêm",5 sao,7 tháng trước
"Không gian hơi nhỏ, nhân viên bình thường, được cái nấu lộn món vẫn đổi lại cho mình. Hết kem ốc quế, khá buồn.",5 sao,3 năm trước
"Mình vừa mua ở đây và thật sự không hiểu cách phục vụ. Hôm nay chỗ mấy bạn có tiệc, có vẻ hơi mệt nên các bạn nhân viên không thân thiện lắm nhưng mình bỏ qua được. Lúc đưa bill đợi món thì bill là tờ giấy trắng với số 1 viết tay và KHÔNG …   Thêm",1 sao,một năm trước
"Chuẩn bị đồ ăn nhanh, ngon Dịch vụ Mua mang đi…   Thêm",5 sao,3 tháng trước
Quán ăn vị gà ngon nhất trong các chi nhánh mình ăn Dịch vụ Ăn tại chỗ…   Thêm,5 sao,6 tháng trước
đồ ăn ngon nha mọi người 😋 …,5 sao,5 tháng trước
"ngon, nhân viên thân thiện Đồ ăn:  5…   Thêm",5 sao,3 tháng trước
"đồ ăn ngon, nhân viên dthhh, phục vụ tốt Đồ ăn:  5…   Thêm",5 sao,9 tháng trước
Quán sạch sẽ. Staff thân thiện 🫶 … Đồ ăn:  5…   Thêm,5 sao,2 tháng trước
Sạch se nhân viên nhiệt tình Đồ ăn:  5…   Thêm,5 sao,3 tháng trước
"Nhân viên lúng túng, người tới sau cứ lo tính tiền ko quan tâm khách đã order chờ lâu Đồ ăn:  1…   Thêm",1 sao,9 tháng trước
"Anh nhân viên Anh Tuấn dễ thương , nhiệt tình ❤️ Dịch vụ Ăn tại chỗ…   Thêm",5 sao,6 tháng trước
"Đồ ăn ngon, thời gian chuẩn bị nhanh, nhân viên nhiệt tình thậ thiện! Dịch vụ…   Thêm",5 sao,một năm trước
"đã trải nghiệm dịch vụ và thấy ocela lắm ạ,10₫ từ đồ ăn tới nhân viên siêu thân thiện",5 sao,8 tháng trước
"kfc tuyệt vời nha, gà ngonnn, nhân viên siêu dễ thươnggg Dịch vụ Ăn tại …   Thêm",5 sao,5 tháng trước
"Đồ ăn ngon , nhân viên dễ thương Đồ ăn:  5…   Thêm",5 sao,8 tháng trước
"Quán ăn ok, gà ngon, view đẹp, nhân viên thân thiện. Bảo vệ nhiệt tình Dịch vụ…   Thêm",5 sao,Thời gian chỉnh sửa: 4 tháng trước
"sốt rau củ hơi chua, khoai tây hơi mặn, gà bở, sốt cà chua ko ngon lắm Dịch vụ…   Thêm",5 sao,6 tháng trước
Nhân viên phục vụ nhiệt tình vui vẻ Dịch vụ Ăn tại chỗ…   Thêm,5 sao,6 tháng trước
"Sạch sẽ, gọn gàng và nhân viên rất thân thiện, dễ thương Dịch vụ Ăn tại …   Thêm",5 sao,7 tháng trước
"Quán không bao giờ làm theo ghi chú của khách hàng. Mình đã kêu không lấy ức gà, quán lấy 3/4 miếng là ức gà. Khách hàng đã nhắc r thì lấy 1 hoặc 2 miếng ức thôi. Lấy tận 3 miếng, mà còn nhiều lần như vậy. Là tôn trọng ý kiến khách hàng dữ …   Thêm",1 sao,một năm trước
"Chỗ ngồi rất nóng đông người chỉ vậy 1 mây lạnh. Đồ ăn thì làm lâu, người tới trước order trước nhưng lại lên món ăn sau cùng. Người đến sau lại có đồ ăn trc làm các bé phải ngồi chờ. Nhân viên ko mấy nhiệt tình ăn vài lần ở đây thật sự chưa được.   Thêm",1 sao,một năm trước
Hài lòng khi sử dụng dịch vụ tại KFC Minh Phụng. Thức ăn lên khoàng 5-7 phút. Nhân viên rất thật thà và hỗ trợ khachd hàng   Thêm,5 sao,9 tháng trước
"Nhân viên nhiệt tình, hỗ trợ hết mình, khi hết đồ nhân viên sẽ hỏi chứ ko tự ý đổi Đồ ăn:  5…   Thêm",5 sao,9 tháng trước
"Đồ ăn phục vụ nhanh, nhân viên thân thiện, có nhiều chương trình giảm giá Dịch vụ…   Thêm",5 sao,8 tháng trước
Hơi ồn ào vào giấc trưa Đồ ăn:  5 Dịch vụ: …   Thêm,4 sao,một tháng trước
"Quán rộng rãi, sạch sẽ và nhân viên rất vui vẻ, nhiệt tình Dịch vụ Ăn tạ…   Thêm",5 sao,7 tháng trước
"Gà ngon, giòn, ăn khá ghiền :))) Giá mỗi người 100-200 N ₫…   Thêm",5 sao,5 tháng trước
"Sạch sẽ, phục vụ nhiệt tình, đồ ăn ngon miệng, bé thích. Cảm ơn KFC Đồ ăn:  5…   Thêm",5 sao,7 tháng trước
Nhân viên rất dễ thương Đồ ăn:  5 Dịch vụ: …   Thêm,5 sao,3 tháng trước
"đồ ăn ngon, phục vụ tốt. Đồ ăn:  5 Dịch vụ: …   Thêm",5 sao,7 tháng trước
Phục vụ nhiệt tình. NHANH Dịch vụ Ăn tại chỗ…   Thêm,5 sao,3 tháng trước
Phuc vu nhanh va nhiet tinh Đồ ăn:  5…   Thêm,4 sao,4 tháng trước
"Món ăn ngon, các bạn phục vụ nhiệt tình Đồ ăn:  5…   Thêm",5 sao,7 tháng trước
"đồ ăn ngon, phục vụ thân thiện dễ thương Dịch vụ Ăn tại chỗ…   Thêm",5 sao,9 tháng trước
"Không gian phù hợp cho nhóm, có khu vực tổ chức tiệc.
Sạch sẽ, phục vụ tốt Đồ ăn:  5…   Thêm",5 sao,8 tháng trước
"nhân viên nhiệt tình, đồ ăn lên nhanh, mọi thứ chỉnh chu Đồ ăn:  5…   Thêm",5 sao,9 tháng trước
"Đồ ăn ngon, nhân viên thân thiện",5 sao,9 tháng trước
Dễ thương Đồ ăn:  5 Dịch vụ:  …   Thêm,5 sao,một tuần trước
"Nhân viên niềm nở, khá hài lòng với dịch vụ nơi đây Dịch vụ Ăn tại chỗ…   Thêm",5 sao,8 tháng trước
"Đồ ăn rất ngon, không gian mát mẻ",5 sao,7 tháng trước
"đồ ăn ngon, staff nhiệt tình, quán sach se Đồ ăn:  5…   Thêm",5 sao,8 tháng trước
Ko dùng sốt chille jam như là lúc mua về đống bịch Đồ ăn:  3…   Thêm,1 sao,8 tháng trước
Đồ ăn ngon lắm Đồ ăn:  5 Dịch vụ: …   Thêm,5 sao,3 tháng trước
"Có mấy đứa nhân viên mất dạy lắm, giờ cuối nó câu giờ để khách chiu k nổi bỏ về để nó khỏi làm nhah để xuống ca, tui shipper vô đợi 20 phút hỏi nó kêu đợi 20 phút, xog nó lấy câu gọi khách chịu đợi để dằn mặt mình , khách thì hối nó dám bịa đặt , kfc làm việc lại vs mấy đứa nhân viên nha.   Thêm",1 sao,một năm trước
"Bảo vệ ca 19h ngày 12/09 , thái độ không tốt vs khách",1 sao,2 năm trước
Thức ăn ngon phục vụ chu đáo Đồ ăn:  5…   Thêm,5 sao,6 tháng trước
"Dịch vụ tệ cực cực tệ, mình đặt qua zalopay 1 tiếng đồng hồ vẫn ko giao đc phần ăn cho mình! Gọi qua cửa hàng 2-3 lần đều kêu đợi thêm chút nữa? Ủa mình đã thanh toán đơn r và đợi tới 8h tối mới đc ăn là sao v, dịch vụ quá tệ nên mng né ra đừng đặt ạ   Thêm",1 sao,một năm trước
"Gà ở đây rất ngon, luôn nóng và khoai cũng giòn nữa. Các bạn nhân viên tư vấn rất nhiệt tình lun. Nên đến trải nghiệm thử ạ   Thêm",5 sao,một năm trước
"gà giòn ngon, không gian sạch sẽ thoải mái, nhân viên thân thiện Dịch vụ…   Thêm",5 sao,11 tháng trước
"Chuẩn bị món nhanh, đầy đủ, đồ ăn ngon Dịch vụ Mua mang đi…   Thêm",5 sao,8 tháng trước
Quá ngon Đồ ăn:  5 Dịch vụ:  5…   Thêm,5 sao,2 tuần trước
Đồ ăn đợi hơi lâu nhưng chất lượng rất oke. Các bạn nhân viên nhiệt tình. Đồ ăn:  5…   Thêm,5 sao,một năm trước
"Gà rất ngon, giòn rộp rộp, nhân viên dễ thương nhiệt tình 10 điểm Đồ ăn:  5…   Thêm",5 sao,8 tháng trước
"Ngon, phục vụ nhiệt tình",5 sao,6 tháng trước
Thái độ phục vụ tốt Đồ ăn:  5 Dịch vụ: …   Thêm,5 sao,3 tháng trước
Tuyệt vời Đồ ăn:  5 Dịch vụ:  …   Thêm,5 sao,3 tuần trước
Rất ok Đồ ăn:  5 Dịch vụ:  5…   Thêm,5 sao,11 tháng trước
"Cửa hàng sạch sẽ,gọn gàng,nhân viên vui vẻ hòa nhã với khách hàng,gà của KFC là khỏi phải chê ạ 🥰 … Dị…   Thêm",5 sao,9 tháng trước
"Quán ăn rộng rãi,nhân viên nhiệt tình, thân thiện, hỗ trợ hết mình Đồ ăn:  5…   Thêm",5 sao,10 tháng trước
Phuc vu nhiêt tinh vui ve Dịch vụ Ăn tại chỗ…   Thêm,5 sao,4 tháng trước
"Đồ ăn ngon, phục vụ tốt. Đồ ăn:  5 Dịch vụ: …   Thêm",5 sao,7 tháng trước
"Nhân viên thân thiện, món ăn ngon",5 sao,8 tháng trước
"Đồ ăn ngon và nóng, hợp khẩu vị Dịch vụ Mua mang đi…   Thêm",5 sao,7 tháng trước
"Quán ruột , ăn hoài à ngon lắm cơ . Ủng hộ Đồ ăn:  5…   Thêm",5 sao,9 tháng trước
"Mọi thứ đều tốt, Đồ ăn:  5 Dịch vụ: …   Thêm",5 sao,2 tháng trước
"Đợi từ 20h08 tới 20h50 xuống báo sót đơn
Không bao giờ quay lại. Đồ ăn:  1…   Thêm",1 sao,9 tháng trước
"Ngonnnnnnnn,thầy sang dễ thương Đồ ăn:  5…   Thêm",5 sao,5 tháng trước
Đồ ăn ngon phục vụ sạch sẽ thân thiện Đồ ăn:  5…   Thêm,5 sao,9 tháng trước
Món ăn siêu ngon vs bạn Lê Thanh Đức vụ phụ siêu nhiệt tình Dịch vụ Ăn t…   Thêm,5 sao,9 tháng trước
Làm việc chậm chạp. Thái độ vô cùng tệ,1 sao,2 năm trước
"Đồ ăn ngon, không gian thoải mái, sẽ ghé lại Dịch vụ Ăn tại chỗ…   Thêm",5 sao,11 tháng trước
"Phục vụ chu đáo, nhân viên nhiệt tình Dịch vụ Ăn tại chỗ…   Thêm",5 sao,8 tháng trước
Chất lượng phục vụ rất tốt Đồ ăn:  5…   Thêm,5 sao,6 tháng trước
Quán xịn Dịch vụ Mua mang đi…   Thêm,5 sao,một tháng trước
Tuyệt vờ,5 sao,một tháng trước
"Không gian quán khá rộng, thoải mái
Đồ ăn đúng thời gian Dịch vụ Ăn tại …   Thêm",5 sao,9 tháng trước
Nhân viên nhiệt tình Đồ ăn:  5 Dịch vụ: …   Thêm,5 sao,4 tháng trước
"Đồ ăn rất ngon, phục vụ nhiệt tình Đồ ăn:  5…   Thêm",5 sao,6 tháng trước
ngon nhân viên nhiệt tình,5 sao,3 tháng trước
"Nhân viên ok, món lên lẹ",5 sao,7 tháng trước
Nhân viên tốt Dịch vụ Mua mang đi…   Thêm,5 sao,5 tháng trước
Nhân viên phục vụ nhiệt tình Đồ ăn:  5…   Thêm,5 sao,7 tháng trước
Rất hài lòng về nhân viên tên Đức ạ Dịch vụ Ăn tại chỗ…   Thêm,5 sao,7 tháng trước
Nhiên viên nhiệt tình thân thiện. Quán sạch sẽ. Đồ ăn:  5…   Thêm,5 sao,8 tháng trước
Nhân Viên Phục Vụ Tốt ! Vui Vẻ Hoà Đồng . Nhiệt Tình Đồ ăn:  5…   Thêm,5 sao,9 tháng trước
Ăn ở đây vài lần vì nó gần nhà nhưng lần nào mình cũng có cảm giác miếng gà khô & không ngon bằng những chổ KFC khác 😟 …   Thêm,2 sao,một năm trước
"Nv phục vụ tốt , đồ ăn ngon Đồ ăn:  5…   Thêm",5 sao,10 tháng trước
