text,stars,date
Order ức gà. Nhân viên bảo có. Rồi giao toàn đùi gà. Trải nghiệm ko vui. Lúc giao giải thích thiếu trách nhiệm   Thêm,1 sao,7 tháng trước
"Xin đóng góp thêm, ship thì cho vào hộp nhựa ok, còn khách mua mang về cho vào hộp giấy ( nhiều khi k mang về nha dùng, khi ra cafê, công viên..) quá bất tiện khi không có gi để bỏ tương để chấm.... Ykr   Thêm",3 sao,một tháng trước
"tất cả đều 1038493092020/10 trừ wifi☺️☺️☺️ huhu mình sài sim mobi wifi yếu cực.
nhưng KHÔNG SAO. vì đồ ăn ngon hết sảy và cực kì tươi mới mọng nước êhhehhehehehe mlem mlem😝😝😝😝😝😝😝😝😝😝😝 …   Thêm",5 sao,4 tuần trước
"Bình thường nhân viên đều gọi để xác nhận đơn, hôm nay không gọi và kết quả là chờ làm chờ giao mất 1 giờ và trễ luôn giờ làm. Nếu quán đông quá hay gì đó thì gọi báo một tiếng để khách biết còn sắp xếp.   Thêm",4 sao,một tháng trước
"Không gian chật hẹp, xếp rất nhiều bàn cạnh nhau và không có lối đi. 1 phòng có nhiêu m vuông đâu mà tưởng nhét cả thế giới vào.   Thêm",1 sao,một tháng trước
"Không gian mát mẻ, sạch sẽ, siêu mê mì ý của Jollibee luôn. Nhân viên thì dễ thương, nhiệt tình. Đồ ăn: …   Thêm",5 sao,một tuần trước
"Chất lượng: Đồ ăn không khác lắm so với các cơ sở khác, gà giòn, mì Ý ngon, nước cam đào uống rất ổn.
Dịch vụ: Thân thiện và khá nhiệt tình. …   Thêm",5 sao,7 tháng trước
"Nhân viên ở đây có được đào tạo nch với khách không, 1 nhân viên nữ phục vụ đeo kính thì liếc khách , thu ngân order  đứng ở giữa thì nói chuyện trống không. Mình đi 2 người vào không 1 nhân viên nào chào   Thêm",1 sao,một tháng trước
Lần nào ghé cũng rất đông nhưng các bạn nhân viên phuc vụ làm món rất lẹ Dịch vụ:  5,5 sao,6 tháng trước
"Tụi mình ghé lúc 20h thứ 4 4/6 quán đông khách mà đồ ăn ngon nhân viên order phục vụ dễ thương, tụi mình thì ngồi lầu 1 gần chỗ cầu thang lên xuống view loteria thì thấy có bạn nam tên Khoa đi lên tụi mình nghe cái mùi khó chịu từ bạn ấy mà ăn không nổi. Nhưng mà quán dễ thương tụi mình sẽ ủng hộ dài dài   Thêm",5 sao,2 tháng trước
"Quán rất đông nhưng phục vụ nhanh, gà luôn nóng và mới. Đồ ăn:  5…   Thêm",5 sao,3 tháng trước
"Quán ruột của gia đình khi đến cuối tuần. Mấy đứa nhỏ rất thích. Chi nhánh Trần Hưng Đạo cho khăn giấy thoải mái, đặc biệt là món kem cho socola nhiều ăn rất thơm, gia đình mình giền món này, đi ăn lần nào mỗi người cũng ăn ít nhất 2 hũ kem.   Thêm",5 sao,một năm trước
Đi ăn ở đây thấy view ở trên cao nhìn xuống về đêm đẹp vừa ăn gà vs mì vừa ngắm đường phố hihi Đồ ăn: …   Thêm,5 sao,6 ngày trước
"Mình ghé quán vào giờ cao điểm, khá đông khách nên phải đứng đợi khá lâu mới có chỗ ngồi. Nhân viên phục vụ có vẻ mệt mỏi, thái độ chưa thật sự thân thiện. Mình hiểu là lúc đông sẽ áp lực, nhưng nếu nhân viên vui vẻ hơn thì trải nghiệm sẽ …   Thêm",3 sao,3 tháng trước
"Mình ở Tân Phú nên hay ân chi nhánh bên Âu Cơ,nay qa quận8 chơi thèm gà của JLB nên chạy qua đây ăn,có dẫn theo bé cháu,buổi tối rất đông nhân viên thấy mình dắt theo bé nhỏ nên nhiẹt tình tìm bàn cho mình và bé ngồi,gà ngon lắm,em bé 5t ăn hết 1 phần cơm đùi gà lun,kem tươi cũng rất ngon,cầm ăn lâu ko bị chảy nước   Thêm",5 sao,10 tháng trước
"Nải mới ăn ở đây về , nhân viên phục vụ vẫn ok nhưng cái vấn đề là quán quá dơ , phòng máy lạnh mà dưới toàn rác dầu mỡ , bàn cũng dơ , mà ngồi ăn máy lạnh trong kh gian dơ v nó còn tệ hơn ở ngoài lề đường nữa , mọi thứ ok trừ điểm bị dơ …   Thêm",4 sao,3 tháng trước
"Mỗi loại pizza và mỳ Ý chỉ được làm khi khách order nên luôn đảm bảo sự tươi ngon. Hơn nữa, nguyên liệu cũng rất sạch sẽ. Cộng thêm tài chế biến khéo léo của đầu bếp, các bạn sẽ có món ăn chuẩn vị Italia.   Thêm",5 sao,Thời gian chỉnh sửa: 2 năm trước
Đồ ăn làm nhanh và nhân viên rất nhiệt tình nha :> kem ngon hết sảy Đồ ăn:  5…   Thêm,5 sao,một tuần trước
"Quán nằm ngay ngã tư rất dễ thấy, có lầu cho khách ngồi ăn, tuy nhiên không gian giữa các bàn hơi chật. Món ngon, phù hợp khẩu vị.",5 sao,một năm trước
"Đi vào giờ cao điểm nên cũng thông cảm được việc khách đông, nhưng mình cũng nên biết khách nào vào trước khách nào vào sau để mang món cho đúng. Khách vào đông nhưng lại để 1 bạn mới vào quầy order, thao tác chậm chạp, lề mề. Vài nhân viên …   Thêm",2 sao,2 tháng trước
Bác bảo vệ to con thái độ khá lồi lõm. Khách đến để xe hỏi phải để ở đâu thì bác lại trả lời bằng khách quát tháo. Không biết do mình phản bác lại hay sao mà sau khi ăn xong thấy xe được để gọn 1 góc chơ vơ 1 mình không che ngoài nắng. Là …   Thêm,1 sao,3 tháng trước
Mình thiết nghĩ hãng nên train lại nhân viên phục vụ trên lầu 1 ca tối ngày 2/4/2025. Không hiểu sao lại không cho khách ngồi vào bàn khách lựa (bàn sofa). Mình và bạn mình (2 người) muốn ngồi bàn có ghế sofa vì ở bàn đó khá rộng và thoải …   Thêm,1 sao,4 tháng trước
"Sự nhiệt tình của các bạn nhân viên , các chú bảo vệ là điểm mình ấn tượng nhất của chi nhánh này . Cảm ơn mn đã cho mình 1 trải nghiệm tốt đẹp .   Thêm",5 sao,một tháng trước
"Phần ăn khá nhiều. Gà khô , cắn miếng nào miếng nấy , nuốt xuống mà cổ họng đau rát . Chả hiểu sao . Vừa khô vừa nguội, trong khi xẹt sang nhà mình chỉ tầm 5’. Khoai bị yểu. Lần đầu tiên ăn gà rán mà cảm giác như giảm cân,ăn ức gà luộc hay s 😅 Khô queo, chán đời dễ sợ …   Thêm",1 sao,một năm trước
"Mọi thứ đều ổn, nếu không gian quán rộng hơn chút sẽ tốt hơn. Vì vào giờ cao điểm dù có bàn ngồi nhưng ngồi rất sát nhau.   Thêm",4 sao,một tháng trước
"Chiều nay 6h mình ăn phải cái berger tôm khô queo dai nhách, như kiểu đồ bị bùm hàng lúc sáng để lại chiều cho khách ăn vậy!   Thêm",1 sao,một tháng trước
"Fan cứng Jollibee, vì gần nhà nên 1 tuần mình ghé ăn 2 3 lần😇😇
Đối với mình Jollibee là tuyệt nhất rồi, không có điểm gì để chê, từ chất lượng món ăn đến thái độ phục vụ, 10 điểmmm!!! …   Thêm",5 sao,9 tháng trước
"jollibee ở chi nhánh này ăn phải nói là siêu dở. mua 1 gà sốt cay nhưng k cay, còn gà giòn thì rất là mặn, mềm, ăn cảm giác như đang ngậm muối biển.   Thêm",1 sao,một tháng trước
"Mình mua gà mang về, dặn nhân viên lấy gà sốt cay, bấm bill có sốt cay luôn. Về nhà mở hộp gà ra thấy gà thường, đang đói nhìn hộp gà kh đúng ý bực luôn á. 2 phần cho có 1 bịch tương 🤷🏻‍♀️ …   Thêm",3 sao,4 tháng trước
"Không cần phải nói nhiều, jollibee là chân ái, nv thì dễ thương, thân thiện, chăm sóc tận tình❤️🥰 … Đồ ăn: …   Thêm",5 sao,một tuần trước
Lúc trẻ cũng hay ghé mấy tiệm đồ ăn nhanh để ăn tại mình ghiền mấy đồ chiên giòn. Jolibee này gần chỗ làm nên trưa mấy anh em gọi về phòng ăn cho tiện. Giao hàng rất nhanh đồ ăn vẫn nóng. Giá mình thấy cũng rẻ một phần mì với gà rán và cả …   Thêm,3 sao,2 năm trước
"Đồ ăn ngon!
Không gian rộng, thoáng mát.
Nhân viên vui vẻ nhiệt tình, hỗ trợ khách hàng hết sức mình. …   Thêm",5 sao,3 năm trước
"Jollibee Quận 5 mang đến không gian sạch sẽ, thoải mái, phù hợp cho những buổi gặp gỡ bạn bè hoặc gia đình. Các món ăn nổi bật như gà rán, burger và mì spaghetti đều được chế biến nhanh chóng và hương vị ngon miệng, đậm đà. Dịch vụ nhanh …   Thêm",5 sao,4 tháng trước
"Không gian rộng rãi thoáng mát, nhân viên Thuỳ Dương đáng yêu vô cùng Dịch vụ…   Thêm",5 sao,một tuần trước
"voucher có mỳ ý với cả gà, mà đưa cho mình mỗi gà và khoai, không có tương cho khách, nhân viên quá tệ   Thêm",2 sao,một tháng trước
"Đồ ăn ngon, view đẹp, phục vụ tốt, hơi ồn Dịch vụ Ăn tại chỗ…   Thêm",5 sao,7 tháng trước
"Nhân viên nhiệt tình, take care khách hàng. Các bạn thu ngân dễ thương, đặt biệt là bạn ""Tiên"" rất nhiệt tình và thân thiện. Lần tới tôi sẽ đi ăn tiếp🤌 …   Thêm",5 sao,2 tháng trước
"Chi nhánh ở góc đường Trần Hưng Đạo - Nguyễn Văn Cừ. Quán rộng rãi có hai lầu. Nhân viên nhiệt tình vui vẻ. Chất lượng vẫn không thay đổi, hương vị tuổi thơ đậm chất   Thêm",4 sao,một năm trước
"Mình thích đồ ăn ở đây, có cơm, mì, gà,... đều rất ngon. Không gian rộng rãi, view nhìn ra ngã tư.
Mấy năm trước nhân viên ai cũng dễ thương, nhiệt tình nhưng gần đây mình ghé qua …   Thêm",4 sao,4 năm trước
"Nay quán đông, mình thì đi ăn tại chỗ, nhưng tìm đc 1 chỗ thoải mái thì vừa đúng lúc có đồ ăn thì mình tính chuyển qua đó ngồi thì nv nói là chỗ này dành cho 4 người rồi cho mình qua chỗ gần góc nhỏ vừa chật vừa hẹp rồi 1 lúc sau, cũng là chỗ mình tính ngồi thì có 2 bạn vô ngồi thì nhân viên k nói gì. Nói chung là tệ.   Thêm",1 sao,3 tháng trước
"Mình không có vấn đề gì về đồ ăn nhưng mình ý kiến về thái độ nhân viên buổi trưa ngày 23/3/2024.
1. Ord xong không đưa bill. …   Thêm",1 sao,một năm trước
Đông dã man ngày thường mà nhân viên siu nhanh lên món siu lẹ.10d Dịch vụ…   Thêm,5 sao,một năm trước
"Rất đông:) nhưng có view cửa kính cũng chill, nhân viên làm việc nhanh Dịch vụ…   Thêm",5 sao,6 tháng trước
"Quán okie, mà đông qué 🥹 … Dịch vụ Ăn tại chỗ…   Thêm",4 sao,6 tháng trước
"31/3 mình ghé buổi tối tầm 19h đồ ăn ngon sạch sẽ mát mẻ giá cả hợp lý, có điều bạn phục vụ nam tên Hậu đem món ra cho bàn mình thái độ không tốt, liếc tụi mình, mình có cảm giác nói xấu tụi mình, trong khi tụi mình không làm gì bạn đó cả, …   Thêm",5 sao,4 tháng trước
"Đồ ăn ngon nhưng quá đông, nhân viên phục vụ tốt Đồ ăn:  5…   Thêm",5 sao,một tháng trước
"đồ ăn ngon nha mng!!Nhân viên phục vụ vui lém,Mát lạnh Dịch vụ Ăn tại ch…   Thêm",5 sao,2 tháng trước
Nhân viên dễ thương. Ngoại trừ gà rán mì ý thì kem là món mình thích nhất mỗi lần ghé lại Đồ ăn: …   Thêm,5 sao,một năm trước
"Ngon, ổn, nên có loại tương ớt cay hơn là tương ớt chua ngọt bởi vì toàn thấy ngọt, chả cay tí nào Dị…   Thêm",5 sao,một năm trước
"Đồ ăn ngon, chỗ ngồi nhiều nhưng không gian giữa các bàn tương đối gần nhau. Đồ đựng sốt hơi nhỏ phải đi lấy mấy lần mới đủ ăn.   Thêm",5 sao,một năm trước
"đồ ăn ngon , làm nhanh , nhân viên hiền khô , lễ phép , nhiệt tình , ngồi máy lạnh mát mẻ , không có gì để chê   Thêm",5 sao,2 tháng trước
"Quá ngon, rất recommended mng đi chỗ này nhé, phục vụ cực kỳ nhanh luôn Dịch vụ…   Thêm",5 sao,một tháng trước
Đi đúng lúc đông ngồi đợi thì thôi nhé. Nhân viên upsale nhiệt tình😍. Mình mua cỡ ~600 ăn cho 4ng phê thì thôi nhé😭🥰🥹 …   Thêm,5 sao,2 tháng trước
Quán đông là nhân viên không cho khách ngồi bàn khách chọn mà dời chỗ chật cứng xoay người còn không được thì ăn sao????   Thêm,1 sao,4 tháng trước
"Nhân viên THÁI ĐỘ với khách hàng và giao thiếu món, đồ ăn bị đổ ra ngoài hộp rất nhiều ( làm rất ẩu )   Thêm",1 sao,2 tháng trước
"Mình chỉ thích mỗi gà sốt và mì ý của Jollibee thôi, mấy món còn lại nằm ở mức được thôi. Nhưng mà nước ngọt ko có ga😂🤭 …   Thêm",5 sao,một năm trước
"Chú bảo vệ rất tuyệt vời, mặc dù ngoài trời rất là nắng nóng, chú nói chuyện lịch sự, nhẹ nhàng, gửi lời cảm ơn với khách, chú còn chúc mình đi chơi lễ vui vẻ.   Thêm",5 sao,3 tháng trước
"Lâu rồi mình mới ghé chi nhánh này ăn. Mình nhớ nhầm là ở đây có Cá nugget nên mình order thay vì bạn nhân viên nói với mình bên đây không có bán , thì bạn lại bảo bên phía đối diện có á, với một thái độ hậm hực( phía đối diện cửa hàng này là Lotteria ). Mình khá là bực, nên train lại nhân viên. Ngoài ra mọi thứ đều ok .   Thêm",3 sao,một năm trước
"Món ăn tương đối ok.
Cách phục vụ tương đối.
Tệ nhất là quán khg có Tương ớt. …   Thêm",3 sao,6 năm trước
Ăn gà ngon lắm mà mình thích nhất là Mì ý Dịch vụ Ăn tại chỗ…   Thêm,5 sao,6 ngày trước
"Hôm qua ngày 7/4, mình đi ăn ở chỗ này, rõ ràng là kêu up 2 size mì, mà mang ra dĩa mì size nhỏ hơn bình thường mình ăn, hỏi nhân viên đã up size chưa, thì nhân viên bối rối nhìn bill rồi mới trả lời up rồi. Mình thấy ít nên mình đã trộn …   Thêm",1 sao,một năm trước
Bảo vệ giữ xe thái độ với khách mọi người cẩn thận còi chừng tui đập luôn bảo vệ Á coi chừng nha con chó bảo vệ   Thêm,1 sao,4 tháng trước
"Có thể là ăn 7 ngày cũm đc luông sốp, gà với mì siu ngon Dịch vụ Ăn tại …   Thêm",5 sao,một tháng trước
"Bất ngờ là nhân viên rất đông nè, phục vụ chu đáo và nhiệt tình lắm dù có hơi đông nhưng nhân viên không hề thấy khó chịu, đồ ăn thì bình thường như mọi chỗ khác",4 sao,3 năm trước
"Nằm trên đường Nguyễn Văn Cừ, ngay ngã tư Nguyễn Văn Cừ, Trần Hưng Đạo. Quán sạch sẽ, hợp vệ sinh, quán phục vụ nhanh. Nhân viên lịch sự, dễ thương, thái độ rất tốt. Vote 5 sao",5 sao,4 năm trước
"Quán đông kín bàn, hơi pùn vì ko có tương ớt Dịch vụ Ăn tại chỗ…   Thêm",4 sao,6 tháng trước
"Mình vào ăn kem, kem hơi ngọt quá.
Quán tầm 9h là đã hết món. Nên mình chỉ ăn được kem thôi. Đồ ăn: …   Thêm",5 sao,2 năm trước
"Không gian rộng thoáng, đồ ăn đậm vị xốt ngon nha. Quán lúc nào cũng đông nên hơi ồn xíu hoy. Tổ chức tiệc cùng gđ bạn bè thì oke ó. Con mình nó mê Jollibee dữ lắm   Thêm",5 sao,11 tháng trước
"Gà của jolibe thì khỏi phải bàn, nma mình KHÔNG THÍCH cái việc phục vụ của mấy bạn , đã dặn là thêm nước sốt thậm chí mình còn kêu rằng mua thêm nước sốt mấy bạn chỉ kêu chị cần thì em cho thêm vậy mà không cho thêm nước sốt đưa nước sốt quá ít , 2p gà chỉ có 2b trong khi bịch nc sốt có chút ét :))) tiếc gì mấy đó vậy?   Thêm",3 sao,một năm trước
"Phù hợp cho các bạn trẻ. Giá thành ok 3 miếng gà 105k, nước 17k size lớn. Cảm nhận cũng giống những nơi khác   Thêm",4 sao,một năm trước
"Jollibee hay có những chương trình khuyến mãi mua ăn no đã luôn, bữa mình nhận voucher 89k từ Jollibee mà 2 đứa ăn không hết luôn. Không gian quán sạch sẽ, nhân viên phục vụ chu đáo, tận tình, nhiệt tình. View ngắm đường phố đẹp mặc dù hơi đông, hay hết chỗ ngồi và chỗ giữ xe nhỏ.   Thêm",5 sao,một năm trước
"Quán lúc nào cũng đông, nhưng nhân viên rất thân thiện, nhiệt tình, 10đ cho chú bảo vệ ❤️",5 sao,2 năm trước
"Ngay góc ngã tư Trần Hưng Đạo và Nguyễn Văn Cừ, đối diện KFC
Quán đông nhân viên, khách đông, phục vụ order nhanh, thái độ tốt.
Tôi vừa lên tầng 2 là lại gặp nhân viên cầm thực đơn, khi bạn vừa ăn xong sẽ đến …   Thêm",4 sao,5 năm trước
"Khá thoáng mát, nhân viên phục vụ tạm ổn. Ghé vào dịp cửa hàng đang sửa chữa nên hơi bụi phía bên ngoài.",4 sao,4 năm trước
"Rất đông , mình thích gà rán bên này hơn KFC Dịch vụ Mua mang đi…   Thêm",5 sao,5 tháng trước
"Bên quán ship đồ ăn không bao giờ check đơn, 2 lần giao thiếu đồ ăn, chờ thì gần tiếng đồng hồ. Dịch vụ: …   Thêm",1 sao,3 tháng trước
"Thức ăn được, chổ ngồi hơi chật, giá cả được
Được cái ngồi máy lạnh tránh cái nắng nóng của SG",3 sao,6 năm trước
"Jollibee Foods Corporation (Tập đoàn thực phẩm Jollibee, cũng gọi theo tên viết tắt JFC và thường được biết đến với tên gọi Jollibee) là một chuỗi nhà hàng ăn nhanh đa quốc gia của Philippines, trụ sở chính tại Pasig, Philippines. JFC là …   Thêm",4 sao,4 năm trước
"Combo 79k khá hời luôn, dạo này mình đi quán khá đông nhưng nhân viên vẫn rất thân thiện. Dịch vụ…   Thêm",5 sao,một năm trước
"Nhân viên thu ngân thân thiện, rất nhiệt tình với khách. Chắc chắn tôi sẽ quay lại lần nữa😍 … Đồ ăn: …   Thêm",5 sao,2 tháng trước
Tiệm gà rán jollibee giá rẻ ngon tiệm lúc nào cũng đông khách nv phục vụ chu đáo Đồ ăn:  5,5 sao,Thời gian chỉnh sửa: một năm trước
Tệ thật sự ! Lúc chìu tầm 4h mấy mình mua 1 mì ý một gà cay một gà không cay đã nói với bạn sale là k lấy tương cà mà vẫn lấy mười lần như một đỉnh điểm ngày hôm nay mình mới đánh giá 1* dịch vụ tệ mình vào trước nhưng đợi nhận đồ ăn sau …   Thêm,1 sao,một năm trước
"Ngồi ăn tại quán, đặt combo gà và bánh đào, nhân viên đưa thiếu cái bánh nướng đào, hỏi lại nhân viên thì nhân viên cầm luôn cái bill với cái số bàn đi luôn??? Rồi h k có cái gì để khiếu nại lại luôn???? Bánh đào của tôi đâu   Thêm",1 sao,6 tháng trước
nơi này có thể dắt gia đình đến ăn được á Đồ ăn:  5…   Thêm,5 sao,6 ngày trước
"đồ ăn ngon, nhân viên thân thiện dễ thương. 10000000 điểm Dịch vụ Ăn tại…   Thêm",5 sao,3 tuần trước
"Chú bảo vệ dễ thương lắm, còn đồ ăn của Jollibee mình thấy các chi nhánh tương đồng với nhau và đó là điều mình rất thích! Mì sốt bò bằm và Gà rán là combo quốc dẫn rùi!!   Thêm",5 sao,một năm trước
đồ ăn ra nhanh nóng ngon cũng oke,4 sao,2 tuần trước
"Đồ ăn ngon
Nhân viên phục vụ nhiệt tình, dễ thương Dịch vụ Ăn tại chỗ…   Thêm",5 sao,một năm trước
"Đồ ăn ngon. Nhân viên nhiệt tình, thân thiện. Kem rất ngon🥰 … Dịch vụ Ăn …   Thêm",5 sao,Thời gian chỉnh sửa: 8 tháng trước
"Nhân viên oder thân thiện, đặc biệt là bạn Hà nhiệt tình thân thiện với khách, chắc chắn sẽ quay lại.   Thêm",5 sao,2 tháng trước
Mình đi vào ngày cuối tuần nên rất đông khách. Tuy nhiên không biết cách xếp bàn cho khách như nào nhưng bọn mình đi 2 người định vào ngồi bàn có ghế Sofa cho thoải mái vì bọn mình có đồ nhiều. Khi bước vào bạn nhân viên lại mời mình qua …   Thêm,3 sao,6 tháng trước
"Đặt hàng trên app rất lâu mới được xác nhận. Quán đông thiếu nhân viên giao hàng nên tự đến lấy. Mì ý ngon, gà cay và không cay đều ngon. Đông nhưng chuẩn bị món cũng khá nhanh, nhân viên nhiệt tình.   Thêm",5 sao,3 năm trước
"Ngon!
#vegan Đồ ăn:  5 Dịch vụ: …   Thêm",5 sao,2 ngày trước
Gà hơi bở. Kem trộn chưa đều. Kêu món này đem món kia. Chắc đi ngay giờ chuyển ca.,4 sao,6 năm trước
Đồ ăn nước uóong mê nhất nưoc xoài đào á Đồ ăn:  5…   Thêm,5 sao,6 ngày trước
"Đồ ăn ngon, phục vụ chu đáo, không gian nhộn nhịp nhưng hơi lạnh 🥶 … Đồ ăn:  5…   Thêm",5 sao,một năm trước
