text,stars,date
"Dịch vụ tốt, nhân viên chu đáo, gà và mì ý rất ngon Đồ ăn:  5…   Thêm",5 sao,2 tháng trước
"Cửa hàng có view đẹp, nhân viên nhiệt tình, quán ruột ạaaa 🩵🩵 … Giá mỗi người…   Thêm",5 sao,một tháng trước
"Nhân viên dễ thương , gà ngon , okok Loại hình bữa ăn Bữa trưa…   Thêm",4 sao,một tháng trước
"đồ ăn ngon, nhân viên dễ thương, sẽ quay lại đây nha Đồ ăn:  5…   Thêm",5 sao,một tuần trước
"Đồ ăn ngon, chỗ ngồi thoáng, mình đi vào tầm 2r - 3g chiều, mình ngồi trên lầu, k biết đây là chuyện thường ngày hay chỉ mới xảy ra đúng ngày mình đi nhưng các bạn nhân viên ngồi hẳng 1 bàn riêng ngay lối đi và nói chuyện rất ồn, khách nói chuyện cũng k to bằng các bạn   Thêm",4 sao,2 tuần trước
"Đồ ăn ngon, nhân viên thân thiện Loại hình bữa ăn Bữa trưa…   Thêm",5 sao,3 tuần trước
"rất ngon, nhân viên nhiệt tình, không khí, ai cũng hoà đồng, vui vẻ Dịch vụ…   Thêm",5 sao,6 tháng trước
"JOLLIBEE - chi nhánh SAIGONSTAR
Mình là fan của nhà Jollibee. Mình đã đi nhiều chi nhánh. Nhưng khi đến chi nhánh Saigonstar thật sự rất ấn tượng về cách phục vụ của các anh chị nhân viên ở …   Thêm",5 sao,một năm trước
"Món gà rán ngon, mì ý cũng rất ngon, chỗ ngồi rộng, mát lạnh Loại hình bữa ăn…   Thêm",5 sao,một tháng trước
"Quán sạch sẽ, đồ ăn ngon miệng, nhân viên nhiệt tình, nhất là bạn bảo hân dễ thương giới thiệu các món ăn, nhất định lần sau mình sẽ rủ các bạn ghé lại ăn nữa   Thêm",5 sao,2 tuần trước
"Mình vô đây nhiều lần rồi, thật sự không thể chê một chút nào luôn. Quán sạch, nhân viên  lại nhiệt tình, dễ thương nữa. Món ăn ngon và vừa miệng   Thêm",5 sao,một tuần trước
Đồ ăn ngon giá cả phải chăng Đồ ăn:  4…   Thêm,4 sao,2 tháng trước
Tôi rất khó chịu khi jolibee đóng đồ ăn mang đi cho bạn gái tôi mà thiếu mất cả muỗng và nĩa hoặc đũa cho phần ăn của cả hai chúng tôi. Từ điều này chúng tôi đã phát sinh cãi nhau mâu thuẫn với nhau chỉ vì những thiếu sót này của bạn. 1 sao …   Thêm,1 sao,3 tháng trước
"Không gian thoáng mát, nhân viên hỗ trợ nhiệt tình Đồ ăn:  5…   Thêm",5 sao,2 tuần trước
"Quán ăn rất sạch sẽ, nhân viên lại vừa nhiệt tình vừa niềm nở với khác hàng, phục vụ tận tình chu đáo. Món ăn lại ngon miệng   Thêm",5 sao,một tuần trước
"Đồ ăn ngon, nhân viên dễ thương, phục vụ nhiệt tình Đồ ăn:  5…   Thêm",5 sao,4 ngày trước
"Bảo vệ vứt thẻ cho khách hàng không giao tiếp không nói gì dù mình đưa tay ra nhận thẻ, phải hỏi thẻ giữ xe mới đưa, thiếu chuyên nghiệp và khó chịu với khách, còn lại trong quán các nhân viên và món ăn từ ổn đến rất ổn   Thêm",2 sao,3 tháng trước
Đồ ăn ngon lên món nhanh nhân viên dễ thương,5 sao,7 tháng trước
"Đồ ăn ngon, mì ý ngon, đặc biệt gà cay quá ngon thơm cay vừa miệng Đồ ăn:  5…   Thêm",5 sao,5 tháng trước
"đồ ăn ngon, vừa miệng. phục vụ tận tình và hết lòng lắm nhe. tương ớt chua ngọt rất ngon nhe mọi người nhớ ăn kèm   Thêm",5 sao,một tuần trước
Dịch vụ bên cơ sở này tốt lắm luôn 🤌🏻 … Đồ ăn:  5…   Thêm,5 sao,2 tháng trước
Nhân viên hoà đồng đáng yêu pv tốt đồ ăn ngon Đồ ăn:  5…   Thêm,5 sao,một tháng trước
Mình ăn ở đây 2 lần rùi và đều ok hết nhaaa 🤩 … Đồ ăn:  5…   Thêm,5 sao,một tháng trước
"đồ ăn ngon, nhân viên phục vụ nhanh chóng niềm nở, không gian cũng sạch sẽ nữa Giá mỗi người…   Thêm",5 sao,2 tuần trước
"Ngon ơi là ngon mà hơi đông
CN này mình thích nhất vì viêw xanh mắt nhất Đồ ăn:  5…   Thêm",5 sao,11 tháng trước
"Đổ ăn ngon hợp vệ sinh,nhân viên thân thiện dễ thương Dịch vụ Ăn tại chỗ…   Thêm",5 sao,6 tháng trước
"Gà rán ngon, mì ý ngon, kem ngon, có bảo vệ giữ xe, phục vụ chu đáo Loại hình bữa ăn…   Thêm",5 sao,2 tuần trước
"đồ ăn ngon lắm, nên ăn cùng bồ nha mới ngon nha, nhân viên thân thiện, không khí vui vẻ Đồ ăn: …   Thêm",5 sao,6 tháng trước
"Đồ ăn ngon, nhân viên phục vụ nhiệt tình Đồ ăn:  5…   Thêm",5 sao,2 tuần trước
Đồ ăn ngon nhưng compo “cặp đôi ăn ý”. 2 ly nước càng ngày càng ít,3 sao,4 tháng trước
"ngon , nhân viên thân thiện Đồ ăn:  5…   Thêm",5 sao,3 tháng trước
"Mì Ý ở Jollibee siêu ngon, gà rán không bị khô còn mọng nước, giá cả hợp lý, quán sạch sẽ, nhân viên phục vụ tốt, nên đến trải nghiệm ạ 👍 …   Thêm",5 sao,6 tháng trước
"đồ ăn siu ngon ăn hết lunn , lần nào mình cũng dẫn ny đi ăn Dịch vụ Ăn t…   Thêm",5 sao,Thời gian chỉnh sửa: 3 tháng trước
"Phục vụ chu đáo, đồ ăn ngon Đồ ăn:  5…   Thêm",5 sao,2 tháng trước
"Đồ ăn ngon, sạch sẽ, nhân viên thân thiện Dịch vụ Ăn tại chỗ…   Thêm",5 sao,9 tháng trước
"Mỳ ý ngon nhất trong các cửa hàng khác, không gian okela, nhân viên phục vụ nhẹ nhàng, lịch sự. Chất lượng món ăn 10đ   Thêm",5 sao,7 tháng trước
"Mình mua đem về nhưng kh cho bịch tương nào, chán. Dịch vụ Mua mang đi…   Thêm",4 sao,3 tháng trước
"ngon, nhân viên nhiệt tình, thân thiện, chất lượng dịch vụ tốt. Dịch vụ…   Thêm",5 sao,7 tháng trước
"Mình có order 2 set 150k/2ng và 145k/2ng thêm kem. Nay mình dùng món tại đây không phải đợi quá lâu; phần gà truyền thống phần da giòn đậm vị không bị rắc dầu, thịt bên trong mềm mọng nước không quá khô và bỡ; phần sốt cay thì cay chua ngọt …   Thêm",5 sao,2 năm trước
"Combo 185k ăn 3 người vừa đủ, đồ ăn lên nhanh Đồ ăn:  5…   Thêm",5 sao,2 tháng trước
"Quán có vibe trẻ trung, ấm áp và vui vẻ. Do có đông nhân viên và bếp chật ních. Cảm giác khá thoải mái.
Đồ ăn đơn giản, ít món, dễ gọi không phải tính toán lâu. Gà tươi, nhưng không …   Thêm",4 sao,một năm trước
"Nhân viên dễ thương, đồ ăn phục vụ nhanh Loại hình bữa ăn Bữa trưa…   Thêm",5 sao,2 tháng trước
đồ ăn có siu nhanh siu ngon lun ạaaa Đồ ăn:  5…   Thêm,5 sao,2 tháng trước
"Đồ ăn ngon , phục vụ nhanh trãi nghiệm tốt Đồ ăn:  5…   Thêm",5 sao,7 tháng trước
Đồ ăn ngon nhân viên nhiệt tình không gian đẹp và quán sạch sẽ Đồ ăn:  5…   Thêm,5 sao,8 tháng trước
"Quán sạch sẽ, thoáng. Nhân viên nhiệt tình. Gà ngonnnnn Đồ ăn:  5…   Thêm",5 sao,một tháng trước
"Món ăn ngon, phục vụ nhanh, tương cà kết hợp với khoai tây chiên là ngon tuyệt! Loại hình bữa ăn…   Thêm",5 sao,một tuần trước
"Lần đầu đến trải nghiệm, dù không gian không rộng nhưng cách sắp xếp hợp lý, nhân viên phục vụ nhanh, tận tình. Vị trí đắc địa trước cv Tao Đàn.   Thêm",5 sao,8 tháng trước
"Mình vừa ghé Jollibee mua đồ ăn cho con, lúc gọn thức ăn bạn nhân viên đứng quầy có nhìn thất tay mình bị rướm máu ( do mình mới khui sầu riêng bị trầy ) bạn lặng lặng chạy lấy cho mình miếng băng keo cá nhãn gửi kèm mình khi thối tiền. Với một bạn trẻ mà biết chú ý như thế này mình thực lòng rất bất ngờ. Gửi lời cảm ơn đến bạn nha.",5 sao,2 tuần trước
"Gà rán rất ngon, nước uống hợp vị, không quá chua, nhân viên phục vụ tân tình, tận tâm, lễ phép, dễ thương, luôn có thêm bàn cho khách nếu khách cần, luôn giữ vệ sinh cửa hàng sạch sẽ, không có thái độ xấu với cả những người giao hàng   Thêm",5 sao,3 tuần trước
"Đồ ăn ngon, không gian bên này rộng có nhiều chỗ ngồi, nhân viên phục vụ rất nhiệt tình dễ thương. Dị…   Thêm",5 sao,11 tháng trước
"gà giòn siêu ngon, mì ý sốt bò bằm ăn hợp khẩu vị của mình lắm ạ🌟🌟giá cả phù hợp, mình thường xuyên ghé đến …   Thêm",5 sao,8 tháng trước
"Đồ ăn rất ngon, hợp khẩu vị của tôi😍😍 …",5 sao,2 tháng trước
Đồ ăn ngon nên thử Dịch vụ Ăn tại chỗ…   Thêm,5 sao,4 tuần trước
"đồ ăn ngon, nvien phục vụ siêu thân thiện, chỗ ăn cũng sạch sẽ, máy lạnh mát nha nói chung là cơ sở này okok",5 sao,4 tuần trước
Đồ ăn ngon phục vụ nhiệt tình rất đáng để trải nghiệm 😊 … Đồ ăn:  5…   Thêm,5 sao,9 tháng trước
"Nhân viên nhiệt tình, quán mát mẻ, đồ ăn lên nhanh, chú bảo vệ dễ thương Loại hình bữa ăn…   Thêm",5 sao,4 ngày trước
"Đồ ăn ngonnnnn, nhân viên nhiệt tìnhh dễ thươngg lắm lunn. Mình với bạn đi ăn ở đây nhiều lầnn gòii D…   Thêm",5 sao,10 tháng trước
"đồ ăn ngon, nhân viên dễ thương Đồ ăn:  5…   Thêm",5 sao,một tuần trước
nhân viên dễ thương hòa đồng thức ăn lên nhanh chóng Đồ ăn:  5…   Thêm,5 sao,2 tháng trước
"Mì Ý và gà chiên ngon. Khoai chiên bình thường cũng ngon, nhưng khoai lắc BBQ thì dở. Hamburger tôm siêu dở, miếng tôm chiên khô, chai cứng. Bếp nên coi lại thời lượng chiên của miếng tôm. Jolli Bee ở Saigonstar rộng rãi, sạch sẽ, chất lượng gà và mì ở đây ngon hơn ở chi nhánh Trần Hưng Đạo.   Thêm",4 sao,4 tuần trước
"bữa ăn ngon miệng, giá cả hợp lý. Đồ ăn:  5…   Thêm",5 sao,một tháng trước
Rất thích và sẽ quay lại vì đồ ăn ngon giá cả hợp lý và nhiều ưu đãi Loại hình bữa ăn…   Thêm,5 sao,một tuần trước
Đồ ăm ngon nhân viên nhiệt tình dễ thương lắm ạ Đồ ăn:  5…   Thêm,5 sao,11 tháng trước
hôm 12/7 lúc 2g chiều có ghé ăn ord rõ ràng là 2 combo đều up mì mà đem lên thì chỉ có 1cb có mà nhân viên còn thái độ nữa   Thêm,1 sao,3 tuần trước
"Đồ ăn ngon, dịch vụ tận tình Đồ ăn:  5…   Thêm",5 sao,một tháng trước
"Quá tốt, quá ngon, quá sạch sẽ, nhân viên phục vụ quá nhiệt tình. Yêu cầu tăng lương cho nhân viên Đồ ăn: …   Thêm",5 sao,2 tuần trước
Mình vô khoảng 17h30 ngày 20/10/2024 vô hỏi nhân viên lầu trên còn bàn ko thì bảo là hết bàn rồi. Mình ngồi chờ khoảng 10p thì quyết định lên lầu xem do thấy có nhiều người lên sau mình liên tiếp. Xong rồi thì mình cũng tự đi kiếm bàn do đi …   Thêm,1 sao,9 tháng trước
Thức ăn ngon nhân viên dễ thương phục vụ tốc độ take care khách tốt Đồ ăn:  5…   Thêm,5 sao,5 ngày trước
Quán hơi ồn nhưng đồ ăn khá ngon và mấy bạn phục vụ dễ thương Đồ ăn:  4…   Thêm,5 sao,2 tuần trước
Đồ ăn rất ngon. Đặc biệt là món gà sốt cay. Lần nào ghé mình cũng ăn món này. Chỗ ngồi cũng rất thoải mái.   Thêm,5 sao,một năm trước
Nhân viên dễ thương đồ ăn ngon Đồ ăn:  5…   Thêm,5 sao,4 tuần trước
"Trải nghiệm dịch vụ ổn, đồ ăn ok. Mà sao bầu không khí quá tệ (tệ đến mức mà người dễ như mình phải lên tiếng thì chi nhánh nên xem xét và có hướng giải quyết hợp lí) , làm ngành dịch vụ sao mà chợ búa v, đang ngồi ăn có bạn nhân viên nam …   Thêm",1 sao,một năm trước
Mì ý ở jollibee rất ngon luôn ạ mình ăn từ hồi cấp 3 đến học đại học vẫn hay ghé jollibee để ăn và chi nhánh bên q3 tuy hơi đông nhma nhân viên take care rất okee với khách hàng ạ recoment mọi người hs-sv - văn phòng nên ghé jollibee ăn ạ   Thêm,5 sao,5 ngày trước
"không gian mát mẻ, a phục vụ dth( anh kiệt), gà giòn ngon, nhân viên hỗ trợ nhiệt tình, giá hssv Dịch…   Thêm",5 sao,6 tháng trước
"ngon qué, nhân viên nhiệt tình, vui vẻ, hong có gì để chê, ai học ou đi học về ghé ăn liền!!!! Đồ ăn: …   Thêm",5 sao,2 tuần trước
Các bạn nhân viến rất nhiệt tình đồ ân chất lượng Đồ ăn:  5…   Thêm,5 sao,2 tháng trước
Rất ngon ạ Loại hình bữa ăn Bữa sáng,5 sao,một tuần trước
"đồ ăn ngon, nhân viên đáng yêu cực kì ạ Đồ ăn:  5…   Thêm",5 sao,3 tuần trước
"Gà rán ngon, mì ý bò bằm ổn, sốt hơi lạt xíu, không gian khá rộng mà hơi đông, hơi ồn mặc dù đi trong tuần …   Thêm",4 sao,7 tháng trước
"Đồ ăn ngon,  nhân viên lịch sụ",5 sao,2 tuần trước
"Đồ ăn rất ngon, nhân viên nhiệt tình!! Đồ ăn:  5…   Thêm",5 sao,2 tháng trước
Đồ ăn ngon lắm lun í. Nhân viên cũng dễ thương thân thiện nữa. Đặc biệt là chị serve mang bảng tên Bảo Hân í. Chỉ siu dễ thương lun   Thêm,5 sao,2 tuần trước
"- nhân viên nhiệt tình, order lẹ
- gà ngon Giá mỗi người 1-100.000 ₫…   Thêm",5 sao,3 tuần trước
Các chị nhân viên siêu nhiệt tình và đáng yêu luôn ạaa. Đồ ăn thì hợp cho hssv và ngon nữa. 10 điểm🥹 …   Thêm,5 sao,11 tháng trước
"các anh chị nhân viên phục vụ tận tình
thức ăn được chuẩn bị nhanh chóng
không gian rộng rãi, nhiều bàn   Thêm",5 sao,7 tháng trước
Đồ ăn ngon lắm ạ! Các acj nv thân thiện lắm nheee Loại hình bữa ăn Bữa t…   Thêm,5 sao,2 tháng trước
"Chủ nhật ngày 29/12 mình ghé ăn lúc 8h tối, mình ord cho bạn nhân viên tên Trang rất lịch sự nhưng đổi lại thái độ của bạn đối với khách hàng rất khó chịu, mình đọc ord 2 lần và bạn vẫn không nghe. Xong bạn hỏi lại và liếc mình, ord xong …   Thêm",1 sao,7 tháng trước
"Ngon lắm, nhân viên dth, chỗ ăn rộng rãi nhé mn🥰 … Đồ ăn:  5…   Thêm",5 sao,6 tháng trước
"🍗 Jollibee gần công ty nên thỉnh thoảng mình ghé qua ăn trưa. Buổi trưa thì quán rất đông, học sinh, sinh viên đến ăn nhiều nên khá ồn ào.
👍 Được cái nhân viên phục vụ nhanh nhẹn, không phải đợi lâu. Quán có 2 tầng …   Thêm",5 sao,9 tháng trước
"Tôi cảm giác được tôn trọng khi vào cửa hàng. Nhân viên luôn niềm nở với khách dù là những yêu cầu nhỏ nhất như hướng dẫn quầy lấy dụng cụ ăn uống, tương,... Luôn tươi cười hướng dẫn khách hàng. Không như những thương hiệu khác hững hờ, vô …   Thêm",5 sao,7 tháng trước
"Đồ ăn ngon, nhân viên thân thiện, không khí thoải mái Đồ ăn:  5…   Thêm",5 sao,2 tuần trước
"Ngon, không gian quán rộng rãi, nv nhiệt tình dth. Đi giờ cao điểm thì hơi đông 1 tí Đồ ăn:  5…   Thêm",5 sao,một tháng trước
"Nhân viên thân thiện, order rất nhanh dù mình đi cuối tuần. Quán có không gian phía ngoài mát mẻ rộng rãi. Chú bảo vệ thân thiện.
Món mình thích nhất là cơm gà sốt cay, hiện đang có chương trình khuyến mãi tại quán.   Thêm",5 sao,2 năm trước
"Đi ăn Jollibee ở nhiều chỗ khác nhưng thấy ở đây là siu ưng lun á, từ nhân viên đến đồ ăn🥹🥹🥹. Nhân viên siu dth luôn🥰🥰🥰. Mình có hỏi combo trên Momo và k biết sử dụng thì có chị quản lý ra hỗ trợ, mình sợ phiền mấy bạn sau ghê mà chị hỗ trợ nhiệt tình lun í🥰🥰. Đồ ăn bưng ra giòn tan luôn. Sẽ quay lại lần 2 ạaaa🥳🥳🤌🏻🤌🏻 …   Thêm",5 sao,một năm trước
"Đồ ăn ra nhanh, ngon, gà sốt cay thật sự cay nha má :))))) cái kiểu cay ở đầu lưỡi á. Mì ý ngon 🤌 … Đồ ăn: …   Thêm",5 sao,2 tuần trước
"Quán nằm ở mặt tiền NTMK nên cũng dễ tìm. Nhìn ngoài thấy nhỏ nhỏ chứ bên trong cũng rộng rãi lắm, có phòng riêng để tổ chức sinh nhật.
Bị mê gà sốt cay của Jolibee vì có vị đậm đà với cay hơn hẳn những chỗ khác. Giá cả cũng hợp lý vì 1 phần ăn khá nhiều. Sẽ quay lại vào 1 dịp khác.   Thêm",5 sao,2 năm trước
"Đồ ăn ở đây rất ngon ạ, nhân viên rất thân thiện và thương Dịch vụ Ăn tạ…   Thêm",5 sao,11 tháng trước
"Quán đẹp rộng rãi,  nhân viên phục vụ nhiệt tình, đồ ăn ngon Loại hình bữa ăn…   Thêm",5 sao,2 tuần trước
"Ngon như jollibe, nhân viên tên Vi nhiệt tình dễ thương yêuuu Đồ ăn:  5…   Thêm",5 sao,2 tháng trước
"Trải nghiệm tuyệt vời, dịch vụ chu đáo, order nhanh Đồ ăn:  5…   Thêm",5 sao,2 tuần trước
"Quán chất lượng tương tự các quán cùng hệ thống, mình đi giờ cao điểm nên khá đông, Dịch vụ…   Thêm",4 sao,một năm trước
"Nhân viên dễ thương nhiệt tình
Nhưng bảo vệ rất thái độ ! Chỉ tay 5 ngón không dắt xe cho khách, khách không đậu đúng chỗ đã chỉ thì hẩy thẻ xe dằn mặt khách à? …   Thêm",2 sao,4 tháng trước
"Đồ ăn ngon, nhân viện vui vẻ thân thiện, chỗ ngồi thoải mái",5 sao,2 tuần trước
đồ ăn ngon sốt đậm đà dịch vụ tốt thân thiện Đồ ăn:  5…   Thêm,5 sao,5 ngày trước
Siêu ngon ăn sạch hết,5 sao,2 tuần trước
"Phục vụ tận tình, đồ ăn rất ngon, không gian sạch sẽ. SẼ ĐI LẠI Đồ ăn:  5…   Thêm",5 sao,6 tháng trước
"Mình ăn set 149k gồm 2 mì ý, 2 gà cay, khoai tây chiên và 2 ly coca.
Mình ăn thấy càng ngày thịt càng ít, độn nhiều bột, nhưng hương vị vẫn ngon ko đổi. …   Thêm",5 sao,2 năm trước
"- Vị trí ở trung tâm thuận tiện đi lại
- Thức ăn ngon, phần tương chua ngọt rất đặc biệt
- Các bạn nhân viên nhiệt tình, rất hỗ trợ người dùng   Thêm",5 sao,một năm trước
"Đồ ăn ngon, nhận viên lịch sự và nhiệt tình. Đồ ăn:  5…   Thêm",5 sao,9 tháng trước
"nhân viên làm việc không linh động, không biết xếp bàn cho khách mà kêu khách ra ngoài ngồi. Đến lúc nói thì mới lật đật xếp bàn:)) phục vụ quá tệ",1 sao,2 tháng trước
"Nhân viên này cười giỡn với những nhân viên khác thì được chứ khách hỏi thì câm như hến. Xếp hàng cho đã xong tới lượt thì báo qua chỗ khác đi, khách phải xếp hàng lại mà nhân viên này ko nói được một lời hay ho. Hỏi thì ko trả lời.",1 sao,7 tháng trước
"Nv thái độ, làm sai món, nhưng khi đổi bưng lên trả món đặt mạnh xuống bàn mình. Và Khu vực ăn uống của khách trên lầu, Nv ngồi giỡn hớt um sùm. Món làm nhầm cho mình, bạn lấy rồi bưng thẳng lại chỗ ngồi chia cho các nhân viên khác ? Đủ wow rồi đó.   Thêm",1 sao,2 tháng trước
"Ngon vô cùng, mình tranh thủ nghỉ ngơi sau khi tan làm, nhân viên take care tốt và chủ động, mình chỉ cần ngồi thôi là có thể order thêm đồ ăn nữa.   Thêm",5 sao,3 tháng trước
"Đồ ăn ngon, dịch vụ tốt, có nhiều chương trình ưu đãi nx :3 Dịch vụ Ăn t…   Thêm",5 sao,10 tháng trước
"Không gian thoải mái, thức ăn ngon Đồ ăn:  5…   Thêm",5 sao,một tháng trước
giao thiếu nước và cho rất ít tương gà thì không nóng lắm khoai tây là phần ngon nhất trong bữa ăn này   Thêm,4 sao,11 tháng trước
"Quán rộng rãi, thoáng mát, đồ ăn ngon, nhân viên nhiệt tình. Đồ ăn:  5…   Thêm",5 sao,một tuần trước
"Đồ ăn ngon, quán sạch sẽ Đồ ăn:  5 Dịch vụ: …   Thêm",5 sao,11 tháng trước
"- Đồ ăn: đa dạng từ mì ý, cơm, hamburger, gà rán cay và chiên giòn,... có nhiều combo đồ ăn+ nước để lựa chọn. Các món đem ra còn ấm nóng, giòn, gà ở đây ngon, mọng nước. …   Thêm",5 sao,một năm trước
"Ngày hôm ấy chúng tui đã quậy banh cái chô li bi hihi. Dzui dữ lấm, bạn ong ở đây nhạc gì cũng chơi, nhảy đuỷn của chóp luôn. Xin phép để 1 đống hình để góp duiiii!!!!! I like ittttttttt!!!   Thêm",5 sao,2 năm trước
"Trải nghiệm của mình ở đây khá là được,  đồ ăn ngon,  nhân viên phục vụ tốt nhưng mà vào buổi trưa hơi đông các bạn nhân viên hơi lo chạy nên là không để ý những người ngồi ngoài có ít quạt quá nên là nó nóng,  còn lại thì tuyệt vời.   Thêm",5 sao,2 tháng trước
"Quán sinh viên ăn nhiều, hạn chế đi buổi trưa vì rất đông. Nhân viên nhanh nhẹn , món ăn cũng vừa miệng.   Thêm",4 sao,9 tháng trước
"ngon đến miếng cuối cùng. Phục vụ tốt. Không gian thoáng mát, rộng rĩa, sạch sẽ. Good good 🫰 … Dịch vụ…   Thêm",5 sao,7 tháng trước
"Đồ ăn ngon, nv thân thiện dễ thương Đồ ăn:  5…   Thêm",5 sao,2 tuần trước
"Service ở đây rất là akelo luôn nhee, vô cùng nhiệt tình 🥰 … Dịch vụ Ăn t…   Thêm",5 sao,7 tháng trước
