text,stars,date
"28 TẾT đông đúc đứng đợi cũng k sao, vấn đề là 10 người vào sau lại được nhận đồ ăn trước mình , số thứ tự sắp đến thì lại biến mất tiu trên bảng :)) vào nhắc thì kêu đợi đi :)) đợi bt như người ta thì nói làm gì :)) gà khô queo   Thêm",1 sao,6 tháng trước
"Gà ăn cũng được, hơi bất tiện không có chỗ đậu xe... Dịch vụ Mua mang đi…   Thêm",4 sao,4 tháng trước
McDonald’s mang đến cho tôi một trải nghiệm ăn uống tuyệt vời với món gà rán giòn rụm và hương vị thơm ngon. Nước uống mát lạnh và cà phê có hương vị đậm đà làm tôi thấy hài lòng. Không gian của cửa hàng được thiết kế thông minh với hai lựa …   Thêm,5 sao,8 tháng trước
"Gà mọng nước, mềm, nóng nhưng mà order 3 miếng gà mà nhân viên cho 3 miếng cánh luôn =)))) tưởng phải mix cơ.   Thêm",4 sao,7 tháng trước
"Đồ ăn ngon, nhân viên thân thiện Dịch vụ Ăn tại chỗ…   Thêm",5 sao,một tháng trước
"đó giờ chưa thấy chỗ nào ăn ngon như chỗ này, nhân viên phục vụ rất chi là chu đáo ,nhiệt tình,hỗ trợ rất oke   Thêm",5 sao,một tháng trước
Dịch vụ tốt với nhân viên thân thiện. Đồ ăn:  5…   Thêm,5 sao,một tháng trước
"Đồ ăn: Quen với size combo Mc của Nhật nên thấy  đồ ăn bị nhỏ.
Khoai tây chiên thì vừa không ngon vừa mặn. Có khi nào muối vn mặn hơn muối Nhật. :)) …   Thêm",4 sao,2 năm trước
"Kem McDonald là món không thể thiếu mỗi đợt đi ngang tiệm, kem ngon mát lạnh, giá tiền chỉ có 10k/ cây nên phù hợp với mọi lứa tuổi. …   Thêm",4 sao,2 năm trước
"Nhân viên nhiệt tình, bạn nam quản lí tư vấn dễ thương, vui vẻ.
Không phải chờ đồ ăn lâu",5 sao,một tháng trước
"Đồ ăn ngon. Giá tương đối từ 39k đến 200k.
Nhân viên dễ thương, tối qua có bạn order rất nhiệt tình.
Khách vô tình để quên đồ bạn ấy sốt sắn đi tìm. 10 điểm   Thêm",5 sao,một năm trước
"Tôi nua vài lần combo mang về , nhưng bị 3 lần bị thiếu khoai tây chiên trong combo.mình check tại chỗ thì còn nhắc liền , những lần gấp không kịp check thì y như rằng giao thiếu khoai tây. Hình  burger thì có rau bò phô mai, thật tế thì để …   Thêm",2 sao,4 tháng trước
Gà không bị khô. Phục vụ nhanh chóng. Đánh giá khẩu vị của mình là ngon. Không gian khá rộng Đồ ăn: …   Thêm,5 sao,một tháng trước
"Đồ ăn ngon, tuy nhiên giao thiếu đồ ăn cho khách, dù phần tiền không quá lớn nhưng điều đó cũng góp phần đem lại một trải nghiệm không còn mấy vui vẻ.",3 sao,4 tháng trước
"🌟🌟🌟🌟🌟

McDonald's Nguyễn Huệ là một địa điểm lý tưởng để thưởng thức fast food ngay …   Thêm",5 sao,5 tháng trước
"Không được lớn lắm nhưng cũng khá okela, nay ở chi nhánh nào của McDonald cũng có tự order trên bảng điện tử rất hay đỡ mất thời gian hơn, có nhiều sự lựa chọn dễ dàng hơn mà hamburger ở đây không ngon lắm, nước sprite thì thấy hơi ngọt hơn   Thêm",4 sao,2 năm trước
"Nhân viên oder nói chuyện trống không với khách, thái độ kh tôn trọng khách, ngày 11/06/2025 lúc 9h tối   Thêm",1 sao,một tháng trước
"Vị trí đẹp, nhiều máy để order. Nhà vệ sinh không được sạch, nhân viên thiếu chuyên nghiệp. Đồ ăn: …   Thêm",4 sao,một năm trước
"Đi ngắm rồng đói quá tấp vào đây. Lần đầu trải nghiệm mua hàng với máy thật hiện đại. Mình chọn combo  ăn hambuger, gà chiên, khoai xoắn vị khá lạ miệng ngon hơn khoai chiên thanh dài. Nước tắc muối mơ ngâm thanh mát sảng khoái, trà đào cũng okay lắm nè.   Thêm",5 sao,một năm trước
mua cơm mang đi không có dụng cụ ăn Đồ ăn:  3…   Thêm,4 sao,một tháng trước
"Ngon hơn KFC. Các con mình nhận xét. Nhân viên nhiệt tình, hướng dẫn thân thiện, mọi người nên ghé ăn khi đi tham quan phố đi bộ",5 sao,3 năm trước
Hình như chỉ có chi nhánh này là còn gà nugget thui. Nhân viên dễ thương hỗ trợ chu đáo nghen. Ăn ở trên lầu nhìn ra mặt tiền phố đi bộ khá là oki   Thêm,5 sao,11 tháng trước
"Đồ ăn ngon, nhưng không gian lại hơi nhỏ, nhân viên thiệt tình Dịch vụ Ă…   Thêm",5 sao,một tháng trước
"Trải nghiệm tệ chưa từng có ở Mc donald’s. Mình bị đổ tương ớt lên túi đồ, xuống xin giấy thì bạn nhân viên nam đưa đúng 1 tờ, lên lâu đc tí thấy ko hết, định xuống lấy thêm vài tờ thì bị bạn nam đó gạt phăng tay ra và nói: “ bạn muốn lấy …   Thêm",1 sao,8 tháng trước
Thái độ phục vụ quá tệ xem thường khách hàng Đồ ăn:  1…   Thêm,1 sao,4 tháng trước
"Khẩu phần ngon và giá ổn, các b nv nice chăm sóc khách tận tình. Dịch vụ…   Thêm",5 sao,một tháng trước
"Món ngon, không gian rộng rãi, có ban công nhìn ra phố đi bộ cũng rất đẹp. Nhân viên phục vụ nhiệt tình   Thêm",5 sao,11 tháng trước
"rất tốt, nhân viên phục vụ dễ thương nhiệt tình, thức ăn ngon Dịch vụ Mu…   Thêm",5 sao,một tháng trước
"Chất lượng vẫn ngon, gà chiên giòn ăn rất đã miệng nè 😋😋😋
Nhân viên nhiệt tình, nhanh nhẹn 🥰🥰🥰
Có điều buổi trưa không mở máy lạnh nên rất nóng, nhưng mình nói bạn nam nhân viên là bạn ý mở liền, rất dể thương nhaaa 👍🏻👍🏻👍🏻
@t4_eattheworld …",4 sao,4 năm trước
Thịt gà ngon có điều tẩm ướp hơi mặn. Khoai tây ngon. Mình thấy chi nhánh này ăn ngon. Vị trí ngay phố đi bộ rất dễ tìm. Giá cả hợp lí   Thêm,5 sao,một năm trước
"nhân viên nói chuyện trống không , không chủ ngữ vị ngữ . cũng là một thương hiệu lớn nhưng cách phục vụ làm ảnh hưởng đến hình ảnh đã gây dựng khá tốt trong thị trường . nói chuyện như mình đang đợi lấy đồ từ thiện vậy , chắc đang tới …   Thêm",1 sao,6 tháng trước
"Không gian nhỏ vì mặt bằng ngay phố đi bộ không hề rẻ, phục vụ tốt, đồ ăn thì tạm thôi, có lẽ vì thiếu không gian nên cảm nhận của mình cũng bị ảnh hưởng theo   Thêm",5 sao,5 tháng trước
"Nhà hàng tiêu chuẩn của McDonalds. Không gian rộng rãi, phù hợp gia đình. Dịch vụ…   Thêm",5 sao,2 tuần trước
"Phố đi bộ NH bây giờ dơ, lộn xộn lắm, bán hàng rong đầy cả phố, rồi cho thuê xe cân bằng chạy vòng vòng gây nguy hiểm du khách, cần phải cải thiện lại",3 sao,3 năm trước
"Trên lầu không gian rộng, quán có khoảng không gian rộng rãi hiếm hoi ở Nguyễn Huệ
Có ban công bên ngoài cho ai hút thuốc",5 sao,Thời gian chỉnh sửa: 4 năm trước
Big mac ở đây vị thì giống với những nơi khác nhưng phần thịt hơi nguội. Nhưng quán có ban công ngắm phố đẹp,5 sao,một năm trước
Đồ chơi đang chạy dẽ hương Dịch vụ Ăn tại chỗ…   Thêm,5 sao,2 tháng trước
"Lần đầu trải nghiệm thấy khá vừa ý, tự chọn món, tự order mà không cần phải nghe tư vấn như chỗ khác. View tạm, đồ ăn cũng được",5 sao,4 năm trước
"Địa điểm để ăn gà rán, bơ gơ, khoai tây chiên, kem, cà phê, trà, các món ăn nhanh và thức uống đa dạng, view đẹp nhìn ra phố đi bộ Nguyễn Huệ, còn mở cửa 24/7",5 sao,Thời gian chỉnh sửa: 6 năm trước
"Nên đầu tư thêm toilet ạ, khách đông - toilet có 1 , việc đợi chờ nhau hơi lâu. Đồ ăn:  5…   Thêm",1 sao,5 tháng trước
xài phiếu nhưng đồ ăn vẫn ngon bình thường  view nhìn đơn giản mà đẹp mà tiếc là chỉ được tặng 1 buger chứ k ph tăng nguyên combo 2nglon 1 tre em ăn cung no  🌹 …   Thêm,5 sao,2 năm trước
29tết âm lịch đông người nhưng phục vụ vẫn kịp Đồ ăn:  5…   Thêm,5 sao,2 năm trước
Không gian mát mẻ. View nhìn nhà thờ lớn và đường sách. Đồ ăn. Thức uống ngon. Buổi trưa và ngày cuối tuần hơi đông khách.,5 sao,6 năm trước
"View đẹp đang có giảm giá nước trà đào, trà vải chỉ còn 36k (M) (11.2019)
Promotion: peach tea and lychee tea (11.2019)",4 sao,5 năm trước
nằm ngay trung tâm của q1 lượng khách ra dô liên tục nên khá ồn ào. quán phục vụ 24/7 nên các bạn cứ thoải mái về thời tgian nhé. có gà rán và hamburguer như các chi nhánh khác nên mình ko nói thêm. nếu ai thích ngắm cảnh thì có thể lên lầu …   Thêm,4 sao,6 năm trước
"Gia đình tôi đã ghé thăm và đặt mua trực tiếp để mang đi. Chất lượng đồ uống và kem tại đây không khác gì so với những chi nhánh khác mà chúng tôi đã thử, nhưng có một điều đặc biệt là vị trí của quán rất thuận lợi. …   Thêm",5 sao,9 tháng trước
"Ổn , nhân viên thân thiện Dịch vụ Mua mang đi…   Thêm",4 sao,Thời gian chỉnh sửa: một tháng trước
"Ngoài nhữnh món fastfood thường ngày

Kem MCdonald là món không thể thiếu mỗi đợt đi ngang tiệm, kem ngon mát lạnh, phù hợp với giá tiền… nếu là bánh ốc quế sẽ ngon hơn   Thêm",5 sao,2 năm trước
Mình rất thích nơi đây tuyệt Và mình có đọc bài cmt mình thấy có bạn tên huyn san viết đánh giá mình có tới ngày đó thấy bạn giúp đỡ khách nhiệt tình nha với lại mấy bạn nhân viên Ko có ai dám thái độ với khách đâu   Thêm,5 sao,8 tháng trước
Nhìn bé bé mà bên trong rộng rãi ghê luôn. Ghé tiệm vì đi ngang được tặng bong bóng cho em bé ^^,5 sao,7 năm trước
"Nhân viên nữ , đeo mắt kính  rất thái độ khi đưa bill và nạt shipper giao hàng . (18:15pm , 29/11/2024 )   Thêm",1 sao,8 tháng trước
"Hôm đó mình đi chơi ngoài khu phố đi bộ mà lo mê chơi quá tới tầm 9h thì đói meo cái mới tới Mc Donald's ăn
Nhóm mình 4 người nên mình kêu một set gà 3 người vs 1 cái burger …   Thêm",5 sao,6 năm trước
nhân viên tốt trải nghiệm tốt với lại là mình thấy có vài người ghi hơi quá mình cũng tới nhiều thấy nhân viên đưa đồ cho grab hay shipper rất nhiệt tình   Thêm,5 sao,8 tháng trước
Có cây order khá tiện lợi. Có điều nhân viên quên mang đồ đựng tương làm tụi mình loay hoay một lúc xong phải tự xuống lấy.   Thêm,4 sao,3 năm trước
"Kênh youtube : vlog Nguyễn Giàu
View đẹp. Thức ăn ngon.
Trên lầu thoáng mát. …   Thêm",3 sao,5 năm trước
Mua 2 cái burger đem về không cho được thêm gói tương nào cả thật tệ. Muốn ăn phải mua thêm 1k 1 gói   Thêm,1 sao,2 năm trước
"Thưởng thức phần Happy meal cuối tuần tại Mc Donald Nguyễn Huệ khu đông vui, vị trí thuận lợi",5 sao,4 năm trước
"Nằm ngay đoạn đường đắc địa  bậc nhất Sài Gòn , nhưng giá cả khá ok ! Ko cao như mình nghĩ ! Quán phía dưới khá nhỏ nhưng sạch sẽ ! Phía trên rộng hơn nhưng phần nhiều là do thiết kế nhìn thoáng  , phía ngoài ban công ngồi được khoảng 5 bàn …   Thêm",5 sao,4 năm trước
Anh nhân viên Duy nhiệt tình cute🤭 … Dịch vụ:  5…   Thêm,5 sao,Thời gian chỉnh sửa: 4 tuần trước
"Không gian thoáng mát, sang trọng, sạch sẽ. Đồ ăn:  5…   Thêm",5 sao,một năm trước
"Gần canh bưu điện thành phố, nhà thờ đức bà. vui chơi tiện",5 sao,6 năm trước
"Gà rán ngon. Mình hay gọi giao tận nơi. Dịch vụ nhanh, gà còn nóng, coca còn đá lạnh. Dịch vụ…   Thêm",5 sao,2 năm trước
Mua ham 50k mà nhỏ hơn ổ bánh mì :( nhưng mà sốt ngon.,4 sao,4 năm trước
muốn rửa tay phải xếp hàng lâu. Tại sao shop k để bồn rửa tay ở ngoài riêng biệt với phòng vệ sinh. Ăn gà rán ai cũng phải rửa tay mà!   Thêm,4 sao,11 tháng trước
Ngày 12 tháng 7 nhân viên đứng quầy lúc 18:11 không support khách nhiệt tình. Mình thấy thái độ của bạn không vui vẻ cho lắm nếu k muốn phục vụ thì có thể nghỉ làm mà!!!   Thêm,1 sao,một năm trước
"Cái nhà vệ sinh có mùi , cửa hư đã khoá rồi mà vẫn có khách vào được trải nghiệm rất tệ đã khóc vì cái cửa nhà vệ sinh   Thêm",2 sao,8 tháng trước
Có combo bánh và nước chỉ 19k khá được. Phục vụ nhanh,5 sao,6 năm trước
Đến đây chỉ ăn kem và đi bộ loanh quanh phố Nguyễn Huệ Dịch vụ Mua mang …   Thêm,5 sao,5 tháng trước
"Chỗ này trung tâm, vị trí đẹp. Lúc mình tự order trên máy thì máy ko in bill được nên đợi các bạn in lại bill mất tầm 10p. Cũng may lúc đó vừa hay đồ ăn ra. Khoai tây ở đây nhỏ xíu, mềm èo. Đó là ăn tại chỗ. Gà chiên ăn được.   Thêm",4 sao,một năm trước
Ngon xuất sắc Dịch vụ Ăn tại chỗ…   Thêm,5 sao,9 tháng trước
"Chỉ tiếc ko có chỗ để xe, còn lại tất cả đều ổn Đồ ăn:  5…   Thêm",5 sao,7 tháng trước
Cửa hàng này khi dễ shipper lắm nha. Mới vài ngày 2 lần rồi. Nay thì tới có đồ ăn đưa bill không đưa đồ ăn. Mình hỏi thì bảo có đem ra trong khi đồ ăn mình đã ra để sẵn ở đó. Nhân viên thì ra chổ đóng gói nói chuyện giỡn. Vài bữa trước cũng …   Thêm,1 sao,một năm trước
"My family is McDonald's fans, this shop is too ok, go to eat, then could go to the NGUYEN HUE walk street next to . After finishing hunger, turn to eat again. …   Thêm",5 sao,5 năm trước
"Nhân viên phục vụ vui vẻ, thân thiện. Tuy nhiên, có một bạn phục vụ mãi hát, khi mở cửa không chú ý đã va phải khách. Trừ 1 sao. …   Thêm",4 sao,một năm trước
Nhà vệ sinh cúp nước không cho khách rửa tay hả trời ăn uống dơ bẩn chịu luôn ấy,1 sao,9 tháng trước
"Ổn áp. Bạn nv bán kem k đều tay, lúc nhiều lúc ít...cần cải thiệnn",4 sao,7 tháng trước
"Vị trí đẹp thuận tiện. Món khoai tây ở tây chiên quá tệ vì hình như chiên sẵn để lâu không còn giòn. Phục vụ trẻ kéo ghế gây tiếng ồn, phòng wc quá nhỏ chỉ có 1 phòng nên khách phải chờ xếp hàng rất lâu 😵‍💫😵‍💫😵‍💫😵‍💫 …   Thêm",2 sao,Thời gian chỉnh sửa: một năm trước
"Rất Ngon, vừa vị Dịch vụ Mua mang đi…   Thêm",5 sao,một tháng trước
"Ở cửa hàng nầy có một quầy bán kem cho khách đi bộ rất tiện lợi, giá chỉ 10.000 ₫ một cây kem ốc quế siêu ngon luôn.   Thêm",5 sao,một năm trước
"Download app Mcdonal sẽ có nhiều khuyến mãi về combo hơn, nếu đi cặp đôi hoặc nhóm thì gọi combo khuyến mãi sẽ rẻ hơn nhiều. Gà và Burger ngon, khoai nóng giòn ngay cả khi mua mang về. Có chị quản lý cực kỳ nhiệt tình hỗ trợ khách hàng, về …   Thêm",5 sao,2 năm trước
"Vị trí vàng , thức ăn ngon , nước uống good",5 sao,5 năm trước
Cua ve sinh bi hu k khoa dc Đồ ăn:  1…   Thêm,1 sao,4 tháng trước
"Chỗ ngồi tương đối rộng, gà chiên giòn cũng tốt",4 sao,5 năm trước
Sản phẩm không giống hình ảnh mô tả trên standee . Cộng thêm thái độ nhân viên thấy ghét. (Lần 2) Đồ ăn: …   Thêm,1 sao,một năm trước
"Rất thân thiện và hữu ích. Tuy nhiên, sau khi gọi một lon Coke, tôi được cho biết là không có Coke. Nói rằng họ chỉ có thể cung cấp sữa hoặc nước. Tuy nhiên, vài phút sau anh ta đã mang coca cho những khách hàng khác. Khi tôi đến vài ngày trước, tôi được thông báo rằng họ không có thịt bò và chỉ có thể phục vụ thịt gà.   Thêm",2 sao,2 năm trước
"Sốt mayo ngonnnnnn cực, thích nhất sốt mayo. Dịch vụ Ăn tại chỗ…   Thêm",5 sao,một năm trước
Không gian hơi nhỏ nhưng rất nhanh món ăn. Dịch vụ Ăn tại chỗ…   Thêm,5 sao,7 tháng trước
"Không gian hơi chật, bí bách. Vệ sinh kém. Không có nhân viên thu dọn bàn. Dịch vụ…   Thêm",4 sao,Thời gian chỉnh sửa: một năm trước
"Tẩy chay nó đi. App bảo cài còn khốn nạn máy xách tay cài nó báo lổi hàng xach tay ko cho sài, đúng lủ phân biệt giàu nghèo. Éo mua ăn nữa. Bực bội.   Thêm",1 sao,2 năm trước
"Rất tuyệt, nghỉ ngơi ăn uống",5 sao,4 năm trước
Có nhiều khách. tử tế Đồ ăn:  4 Dịch vụ: …   Thêm,4 sao,2 năm trước
"Lần đầu ăn ở đây nhma phục vụ tệ thật sự. Bàn còn rất nhiều nhưng ko cho khách ngồi. Còn rất nhiều bàn, đa số ngta take away. Lúc mình đến thì bàn trống rất nhiều nhưng nhân viên bắt mình ngồi bàn trong góc rất nhỏ hẹp. Lần đầu ăn chi nhánh này mà làm vậy thì mối chả ăn nữa:))",1 sao,3 năm trước
Ngon,5 sao,5 tháng trước
Quán ngay gần phố đi bộ. Vị trí thuận lơi,5 sao,2 năm trước
"Phục vụ rất nhanh, không gian thoáng",5 sao,4 năm trước
Bị ghiền kem ở đây nè. Thơm ngon béo ❤️,4 sao,3 năm trước
"Mua 1 combo burger + khoai + nước, nhận đc đúng 1 gói tương cà. Dân VN ko hề thích tương cà thà là cho tương ớt. Mà 1 gói cũng chả đủ nhét mũi. Nên xem lại cách cho tương",1 sao,3 năm trước
"Tệ, mình có mua 1 phần kem và áp dụng mã tặng 1 kem ly thì ko bán nói hết giờ làm việc, nhưng khách sau tới mua thì vẫn bán, nhân viên thái độ cư xử thiếu chuẩn mực. Lúc đầu mình mua 3 kem thì không đưa bill, sau đó muốn dùng mã tặng kem ly thì lại đòi bill",1 sao,3 năm trước
Đồ ăn ngon Dịch vụ Ăn tại chỗ…   Thêm,5 sao,một tháng trước
"- Nhân viên: nhiệt tình, dễ thương
- Vệ sinh: từ quầy lấy tương tới bàn ghế đều sạch sẽ
- Không gian: tương đối rộng. Có nhiều bàn 2 người và bàn 4-6 người. Tuy nhiên …   Thêm",4 sao,4 năm trước
"Nhân viên rất mất lịch sự. Ko nhiệt tình. Mình dẫn 2 bé đến ăn hỏi chỗ ngồi ko trả lời, đợi hỏi 2,3 lần mới trả lời. Thái độ rất mất lịch sự. Ko thèm nhìn khách. Thật sự lần đầu đến 1 nơi tệ như vậy.",1 sao,3 năm trước
Phục vụ chu đáo giá cả niêm yết hợp lý,5 sao,6 năm trước
WC dơ quá Đồ ăn:  3 Dịch vụ:  …   Thêm,3 sao,3 tháng trước
tất cả đều tốt Đồ ăn:  5 Dịch vụ: …   Thêm,5 sao,một tuần trước
Lần đầu tiên ăn thức ăn nhanh phải chờ 30’ mà chưa có đồ ăn. Dịch vụ Ăn …   Thêm,1 sao,một năm trước
"Nho nhỏ không gian nhưng tiện ích lớn. Không khí luôn đầy ắp và trong cao trào vì lượng khách check-in ra vào tấp nập liên tục. Khách có thể đặt hàng trước loại thực đơn mình yêu thích tại máy hoặc order qua nhân viên tại quầy, có thể trả …   Thêm",3 sao,6 năm trước
Hôm bửa có khách cho cái thẻ đổi nước  vô quán đổi nhân viên kêu mặt đồ grab không cho đổi phải mặt đồ thường với tên người cho mới được đổi thất vọng về quán quá,1 sao,2 năm trước
"Đông đồ ăn làm rất nhanh ,  view đẹp",3 sao,5 năm trước
"( Bad service. The toilet is damaged, dirty and have no tissue, the sales staff didn't help the customers much). Mình ghé ăn trưa cùng chồng và 1 người bạn. Dịch vụ của các bạn cực kỳ tệ. Nhân viên bán hàng không tư vấn kỹ cho khách, thức …   Thêm",1 sao,6 năm trước
Lần trải nghiệm gần đây khi thành phố HCM bắt đầu khởi điểm dịch Covid. Ấn tượng rất hài lòng là nơi đây vệ sinh phòng dịch tốt và kĩ. Nhân viên khử trùng lau bàn ghế cả những vị trí khuất bên dưới. Rất hài lòng về cách bảo vệ khách hàng tại nơi đây.,5 sao,4 năm trước
"thái độ của bạn nhân viên nam ốm đeo mắt kính lớn tiếng với khách, khách hỏi thì lớn tiếng Đồ ăn: …   Thêm",1 sao,một năm trước
Không đực rộng rãi,4 sao,Thời gian chỉnh sửa: 7 năm trước
"Tiệm fast food nằm ngay con đường đắt đỏ nhất trung tâm tp nhưng giá ko đắt lắm, vừa phải. Phù hợp đi cặp, nhóm bạn bè tới ăn vui là chính, phụ huynh có trẻ nhỏ đi ăn vẫn được nhưng phải tôn trọng người khác!",4 sao,4 năm trước
"Mặt bằng nhỏ, khá chật chội và vệ sinh kém, chỉ phù hợp takeaway. Dịch vụ…   Thêm",3 sao,một năm trước
"Nơi đây có không gian thoải mái, thoáng đãng. Thức ăn ngon lành, mà giá cả lại hợp lý nè. Sau khi ăn xong mình phải tự dọn chỗ, qua đó rèn luyện cách ứng xử văn hóa, lịch sự, sạch sẽ, có trách nhiệm hơn.",5 sao,Thời gian chỉnh sửa: 5 năm trước
"Không gian rộng rãi, có order bằng booth và drive through. Rất bừa bộn vào buổi tối, kem cũng hết vào khuya dù là phục vụ 24h",3 sao,5 năm trước
"Dẫn con đi tham quan phố Nguyễn Huệ, ghé ăn khuya!",5 sao,6 năm trước
"Không gian rộng rãi, mát mẻ, nhân viên phục vụ vui vẻ, tận tình,.. Thiết bị hiện đại giúp khách hàng đặt đồ ăn nhanh chóng. Đồ ăn ra nhanh. Thức ăn nóng, ăn ngon miệng. Rất hài lòng. Thích hợp ăn trưa cùng đồng nghiệp, khách hàng, bạn bè...   Thêm",5 sao,3 năm trước
"Nhân viên có vẻ ổn.
Không gian quán rộng, thoải mái, có view phố đi bộ.
Nhưng thức ăn giá quá chát, mà chất lượng thì không tương xứng haizz",3 sao,6 năm trước
"Ngon, sạch, tiện lợi giá phải chăng",5 sao,5 năm trước
"Gà ngon nhưng nv ko được thân thiện lắm. Đi tối mấy lần. Kh còn xếp hàng mua gà rất nhiều mà nv dọn dẹp hết bàn nên ko có chỗ ngồi, thấy ko thoải mái.",1 sao,6 năm trước
thái độ nhân viên rất tệ dùng coupon bắt phải giao hoá đơn thanh toán cho dù trên coupon không bắt buộc nhưng không cho mua,1 sao,3 năm trước
"Ngon,nhaan viên thân thiện,tuy nhiên trên lầu ít nhân viên phục vụ nên đôi khi bà đầy đồ ăn thừa của khách trước",5 sao,6 năm trước
Có mỗi một nhà vệ sinh nhưng quá dơ :)) không dám đi dù mắc lắm luôn á Đồ ăn:  5…   Thêm,3 sao,một năm trước
"View đẹp, ngắm phố đi bộ",5 sao,5 năm trước
Chỉ có 1 toilet nam nữ đi chung phải xếp hàng rất lâu Đồ ăn:  4…   Thêm,1 sao,một năm trước
Nhân viên nam mang khẩu trang đen đứng tính tiền mà mặt cọc quá ai mua,1 sao,một năm trước
Khách hàng như lũ lợn lòi ăn đâu ị đó. Mc là cửa hàng tự phục vụ nhưng mạnh ai nấy ăn xong vác đít đi ra để lại rác cho người sau vào hốt. Nhìn xuống đường NH cũng vui không kém ăn trứng ung trứng vữa gì đó vứt rác tùm lum phố đi bộ. Biểu tượng con phố mà tự hô hào tự hào dân tộc,4 sao,6 năm trước
"Sạch sẽ, mát mẻ, đồ ăn ngon nhân viên làm việc giỏi giao tiếp với khách dễ mến, mua 1 tặng 1 , Thank you very much",4 sao,Thời gian chỉnh sửa: 4 năm trước
"Bảng menu chọn bằng cảm ứng chỉ co tiếng việt. Trong khi đó mình thấy khách nước ngoài nhìu hơn ng việt. Và họ ko biết phải chọn như thế nào, vd:cột  đồng ý hay không đồng ý. Mình nghĩ cửa hàng nên xem lại. Nhìu khách không biết chọn ntn nên đi luôn. Sẽ ảnh hưởng đến danh thu cửa hàng.",4 sao,6 năm trước
Shop ơi em có để quên đồ tại quán mà xa🥲 giờ liên lạc với quán qua gì đây quán … Dịch vụ…   Thêm,5 sao,2 năm trước
Chuẩn vị Dịch vụ Ăn tại chỗ…   Thêm,5 sao,một tháng trước
Đồ uống khá ổn,5 sao,6 năm trước
"Đi vào dịp halloween 2019.. vô ngồi rộng rãi thoải mái, lại đc giảm giá theo event,. I like that!",5 sao,5 năm trước
"Không có bãi đỗ xe nên hơi bất tiện, nếu đi bộ thì ok, thái độ nhân viên không được tốt",2 sao,6 năm trước
"Nghiện Macdonal'd, cơm gà mắm tỏi đã trở lại ❤️ Đồ ăn:  5…   Thêm",5 sao,10 tháng trước
"Đồ ăn ngon, không gian đẹp, rộng rãi, nhân viên có thái độ phục vụ tốt",5 sao,5 năm trước
Thức ăn ngon nhưng thời gian chờ hơi lâu Đồ ăn:  5…   Thêm,4 sao,một năm trước
nhân viên tỏ rõ thái độ với khách hàng Đồ ăn:  1…   Thêm,1 sao,11 tháng trước
"Quán đẹp, vị trí thuận tiện và phục vụ tương đối nhanh. Tầng 2 có view ra phố đi bộ",5 sao,5 năm trước
Ngồi ở ban công trên tầng 2 Mc Donald đúng tuyệt vời. View đẹp nhìn ra Nguyễn Huệ. Order tự động. Gà rán ngon tuyệt,5 sao,6 năm trước
