text,stars,date
"Vào mua gà rán mang về ăn đúng ngày sinh nhật, đã dặn cửa hàng lấy 2 miếng má đùi. Nhưng khi về mở ra là 2 miếng ức khô ko nhai nổi. Nhân viên còn không cho gói tương ớt và tương cà. Mình đành lấy tương chinsu nhà ăn =.=   Thêm",1 sao,9 tháng trước
"nv phục vụ cực kỳ xem thường khách hàng, khách không biết cách quẹt mã mua hàng bằng công cụ nên kêu hướng dẫn thì nv chỉ một cách cộc cằn nói chuyện cộc lốc như thể tôi đi ăn xin. Nên tôi khỏi mua hàng đi về luôn   Thêm",1 sao,một tháng trước
"Khoai tây lăqc phô mai mới ngon, phục vụ nhanh, thức ăn nóng, con trai rất thích, sẽ dùng thêm. Dịch …   Thêm",5 sao,Thời gian chỉnh sửa: 7 tháng trước
"Sáng hôm nay có hẹn tại Vincom Thảo Điền, và đã chọn McDonald’l để gặp nhau. Mình và con gái có trải nghiệm thú vị ở đây. Đặc biệt mình ấn tượng với bảng Order tự động để khách thoải mái chọn lựa đồ ăn đồ uống hay các gói combo mà ko bị nhân viên hỏi nhiều. Và ko bị upsale như nhiều nơi, còn thanh toán Online rất nhanh.   Thêm",4 sao,2 năm trước
"Ngày xưa, so với các cửa hàng McDonald's khác, cửa hàng này sạch sẽ hơn, ít sai sót hơn và nhân viên phục vụ rất tốt, nên tôi chỉ ghé mỗi cửa hàng này. …   Thêm",1 sao,2 tháng trước
Nhân viên rất mất dạy và mất lịch sự. Nói chuyện trống không. Như được đào tạo để đá đểu khách hàng.   Thêm,1 sao,một tháng trước
"Nhân viên nói chuyện cộc lốc , có thái độ khinh thường shipper ! Ai cũng là khách, shipper cũng là khách chỉ do ngta bỏ tiền ra lấy đồ giùm người đặt thôi ! Nên training lại cách phục vụ cho nhân viên !   Thêm",1 sao,4 tháng trước
"Bán hàng không có nhà vệ sinh, quá tệ",1 sao,3 tuần trước
"Rộng rãi, dịch vụ tốt, vị của mc cũng được, có món ổn có món không hợp gu lắm và nhìn chung giá cao hơn các hãng fastfood khác   Thêm",5 sao,4 tuần trước
McDonald’s ở đây cần cải thiện nhiều. Ghế cũ và rách nhiều. Đồ ăn nứơc uống đổ xuống sàn nhưng không đựơc dọn dẹp. có thể gây nguy hiểm cho trẻ em và nhìn mất vệ sinh nhìu. Chỗ nứơc rửa tay bị hư nhưng ko thấy sửa.   Thêm,3 sao,3 tháng trước
"Đồ ăn ngon, ra món nhanh, recommend mn ăn gà dính phô mai, nhân viên ở đây nhiệt tình, không gian rộng mà còn có khu check in siêu xinh   Thêm",5 sao,8 tháng trước
"Nhân viên không niềm nở , khách tính tiền xong khôg nói câu cảm ơn Nào , khách xin 2 cái muỗng im re xong đưa cũng chả nói gì . Kiểu chỉ biết im và làm . K nở nổi 1 nụ cười.  Còn lại oki .   Thêm",4 sao,2 tháng trước
"Em nhớ anh đã từng hứa hẹn nhiều điều với em, về một tương lai tươi sáng của chúng mình. Nhưng giờ đây, tất cả đã tan vỡ. Em phải trở về với hiện tại thôi.   Thêm",4 sao,8 tháng trước
"Quá tệ order bao nhiêu phút mà sau đó lên tận nơi hỏi mới biết là không còn món
Quán thì đông mà không biết tuyển thêm nhân viên nên chất lượng cứ ngày càng xuống   Thêm",1 sao,3 tháng trước
"Nhân viên làm ẩu , dặn đi dặn lại r vẫn làm sai , ăn rất nhiều lần rồi vẫn cố ý làm sai tốn thời gian đi lại để đổi   Thêm",1 sao,một tháng trước
"Nhân viên dễ thương, nhiệt tình, phục vụ nhanh lắm ạ. 100 saoo Dịch vụ Ă…   Thêm",5 sao,7 tháng trước
"Không gian thoáng, riêng tư. Okela nhé Dịch vụ Ăn tại chỗ…   Thêm",5 sao,7 tháng trước
"Mình được bạn đặt tặng phần gà và khoai, chứ thật chất không muốn ăn lại ở chuỗi đồ ăn này chút nào, sau trải nghiệm không vui ở chi nhánh Điện Biên Phủ.  Ăn xong thì mình bị Tào Tháo ""hỏi thăm"" nguyên một buổi chiều. …   Thêm",1 sao,11 tháng trước
Phục vụ rất tốt và chu đáo thật sự nếu có cơ hội tôi sẽ quay lại lần 2 và nhiều hơn nữa Đồ ăn: …   Thêm,5 sao,7 tháng trước
"tệ vc, đứng gọi món mà nhân viên cho 3 người sau lưng mình lên trước luôn Đồ ăn:  1…   Thêm",1 sao,một tháng trước
"Chi nhánh này hơi bị xa xôi mà rộng lắm, đủ góc để ngồi mà rất là nhiều màu sắc dễ thương. Nằm đối diện với Gong Cha lun. Mình uống nước cái rồi đi nên ko gửi xe dưới hầm mà để ở ngoài đậu cạnh xe mấy a giao hàng lun, miễn là mình tự trông …   Thêm",4 sao,5 năm trước
"Không gian lý tưởng. Phục vụ nhanh. Có SOK gọi món tự động nên thấy tiện bao nhiêu. Có Iced Matcha Latte ngon ngon, k bị ngọt quá. Gà ngon, thấm vị bên trong. Nhưng mình k thích ăn miếng gà McNuggets vì thấy khô và bở quá",4 sao,6 năm trước
"Gà đúng ý em và nhân viên siêu thân thiện nhiệt tình :"") Đồ ăn:  5…   Thêm",5 sao,9 tháng trước
"Rất ngon, vị gà rất đặc biệt và quan trọng là các loại sốt đa dạng , nhân viên thân thiện, coffee ngon. Chỗ ngồi thoải mái,",5 sao,5 năm trước
"Gọi đồ giao thiếu, 30’ sau gọi lại vẫn quên chưa gọi ship giao cho khách. Dịch vụ…   Thêm",1 sao,một tháng trước
Nhân viên quầy thái độ ko được tốt hét vào mặt tài xế đến lấy hàng= 1 sao,1 sao,4 tháng trước
Rộn ràng chào đón 30.4 Đồ ăn:  5 Dịch vụ: …   Thêm,5 sao,Thời gian chỉnh sửa: 3 tháng trước
Mình dô order đồ ăn mà nhìn mình như thứ vậy á Đồ ăn:  3…   Thêm,3 sao,một tháng trước
"MCDONALDS Vincom Thảo Điền rất rộng
Oder nhanh, có quày tự Oder, burger nóng, nhanh, rất ngon
Không gian rộng, ấm cúng, ngồi rất thoả mai. …   Thêm",5 sao,6 năm trước
thái độ nhân viên mất dạy ( nhất là hằng mập mập tóc quăng quăng ) Dịch vụ:  1…   Thêm,1 sao,một tháng trước
"Thức ăn ngon
Sản phẩm chất lượng
Nhân viên chu đáo, tận tình hướng dẫn
Nhiều ưu đãi tốt Dịch vụ…   Thêm",5 sao,9 tháng trước
"Nhân viên nhiệt tình, quản lý ở đây dêc thương, đồ ăn ra nhanh, ngon Đồ ăn:  5…   Thêm",5 sao,8 tháng trước
"Một trải nghiệm quá sức tệ . Đang ăn thì nhân viên tắt điện khu mình ngồi, còn khu khác vẫn rất sáng , nhân viên vẫn ở đấy trơ mắt nhìn mình . Cả bàn ngơ ngác nhìn nhau chờ nhân viên mở điện lại nhưng không , phải ra tận quầy bảo mở thì …   Thêm",1 sao,một năm trước
"Đồ ăn khá ngon nhưng chưa đa dạng, món ra nhanh, nóng Dịch vụ Ăn tại chỗ…   Thêm",5 sao,9 tháng trước
"Không gian rộng rãi, nhân viên dễ thương thân thiện, món ăn thức uống đều ngon Dịch vụ…   Thêm",5 sao,8 tháng trước
Ăn ngon lắm ạ. Nhân viên nhiệt tình Đồ ăn:  5…   Thêm,5 sao,7 tháng trước
"Đồ ăn nhanh ngon, nhân viên thân thiện Đồ ăn:  5…   Thêm",5 sao,7 tháng trước
"đồ ăn ngon, recommend combo giáng sinh, nhân viên dễ thương Đồ ăn:  5…   Thêm",5 sao,8 tháng trước
"Nhân viên nhiệt tình, take care of khách hàng chu đáo, dịch vụ 💯 … Đồ ăn:  5…   Thêm",5 sao,9 tháng trước
"Các loại kem ở đây khá ngon, bánh của mc cafe cũng rất ổn dù kích thước hơi nhỏ. Các combo ăn trưa 39k, 49k khá ngon và hợp túi tiền so với mặt bằng chung trong TTTM như này   Thêm",5 sao,2 năm trước
"Mở cửa sớm kịp giờ cho con ăn để đi học. Nhân viên vui vẻ, giá cả phù hợp, thức ăn nóng ngon.
Trãi nghiệm cùng : Du lịch thực tế. Ẩm thực địa phương.",5 sao,7 năm trước
"không gian rộng mát mẻ,nhân viên phục vụ nhiệt tình Đồ ăn:  5…   Thêm",5 sao,8 tháng trước
"ngon, do gần nhà mình nên hay ra đây ăn. BIg Fan ở đây",5 sao,7 năm trước
"mấy bạn nhân viên dễ thương , nhiệt tình quá nè Dịch vụ Ăn tại chỗ…   Thêm",5 sao,7 tháng trước
"Nhân viên nhiệt tình, đồ ăn mang ra nóng mới. Dịch vụ Ăn tại chỗ…   Thêm",5 sao,9 tháng trước
"Best ice cream with very cheap price. Fried chicken and burger are veru delicious too.
Customer service is good, very fast. …   Thêm",5 sao,8 tháng trước
Hay ăn trưa ở đây cơm và nhân viên phục vụ tốt,5 sao,9 tháng trước
"nhân viên nhiệt tình, cơn gà cay ngon tuyệt",5 sao,8 tháng trước
"Ngon, nhân viên nhiệt tình Dịch vụ Ăn tại chỗ",5 sao,9 tháng trước
"Hồi xưa mình được ba dẫn đi ăn chỗ này, giờ được quay lại vị vẫn ko thay đổi, mình thích nhất là gà rán ăn giòn tan, hòa quyện với kem dâu phải gọi là tuyệt cú mèo ( ý kiến riêng )   Thêm",5 sao,8 tháng trước
"Gà lúc nào cũng nóng và giòn, vị vừa ăn, tương đa dạng. Nhân viên phục vụ rất chu đáo và tận tình, vui vẻ niềm nở, cảm thấy được tôn trọng. Chỗ này đông vừa phải, lúc nào tới cũng có chỗ. Góc noel rất đẹp hợp cho con nít.   Thêm",5 sao,8 tháng trước
Nhân viên nói chuyện như nạt vào mặt Dịch vụ Mua mang đi…   Thêm,1 sao,3 tuần trước
"khi mình mua là combo đùi gà, khoai tây và nước ngọt 64k nhân viên nói đây là size vừa, có combo như vậy nhỏ hơn là 39k, nhưng khi về nhà mở ra là một cái cánh có tí xíu? là sao? là do nhân viên làm nhầm lẫn hay mình hiểu nhầm combo? nếu …   Thêm",1 sao,8 tháng trước
Trog chuỗi fastfood thì cafe ở đây tạm ổn. Buổi sáng có thêm combo 30k hay 40k gì đó cũng ok lắm,5 sao,5 năm trước
"Quán ăn yêu thích của gia đình.
Great Đồ ăn:  5…   Thêm",5 sao,8 tháng trước
Rất tươi và ngon Dịch vụ Ăn tại chỗ…   Thêm,5 sao,7 tháng trước
"Ngon , bổ rẻ Đồ ăn:  5 Dịch vụ: …   Thêm",5 sao,7 tháng trước
"Đồ ăn ngon, có món nhanh Dịch vụ Ăn tại chỗ",5 sao,7 tháng trước
"Không gian sạch sẽ, nhân viên thân thiện, decor xinh Dịch vụ Ăn tại chỗ…   Thêm",5 sao,8 tháng trước
"Khu vực cửa hậu liền kề gas tàu Metro và đường xe chạy quá nguy hiểm cho trẻ em. Dễ xảy ra tai nạn, bắt cóc hay đi lạc. Đề nghi McDonald khóa cửa hậu gấp để tránh xảy ra những sự cố đáng tiếc cho trẻ nhỏ!",1 sao,7 tháng trước
"Nước bán mắc quá, hồng trà gì nhỏ chút éc, không khác gì trà đá. Đi nhóm vô bao lỗ Đồ ăn:  1…   Thêm",1 sao,một năm trước
Thích nhất kem matcha xay ở MD Đồ ăn:  5…   Thêm,5 sao,Thời gian chỉnh sửa: 7 tháng trước
"Thức ăn ngon.Nhân viên nhiệt tình, thân thiện Đồ ăn:  5…   Thêm",5 sao,7 tháng trước
"Ngay trong TT thương mại, tiện lợi. Đồ ăn ok. Dịch vụ Ăn tại chỗ",4 sao,2 năm trước
Nhân viên bất lịch sự thái độ với tài xế Giá mỗi người Trên 1.000.000 ₫…   Thêm,1 sao,một năm trước
"Nhiên viên chưa lên đơn đủ nhưng đã bàn giao cho tài xế,khi tài xế đã giao hàng xomg cho khách,thì gọi điện nhờ tài xế quay lại lấy,nhưng không thiện chí,không hỗ trợ chi phí cho tài xế …   Thêm",1 sao,11 tháng trước
Cơm ngon hay ăn ở đây,5 sao,8 tháng trước
"Đồ ăn ngon, nhân viên dễ thương Đồ ăn:  5…   Thêm",5 sao,8 tháng trước
Ngon lắm nhân viên dễ thương nựa,5 sao,8 tháng trước
Nhân viên hướng dẫn tận tình đồ ăn ngon rẻ,5 sao,3 năm trước
đồ ăn ngon Đồ ăn:  5 Dịch vụ: …   Thêm,5 sao,8 tháng trước
Nhân ziên zui zz Đồ ăn:  5 Dịch vụ: …   Thêm,5 sao,7 tháng trước
Quá ngon Dịch vụ Ăn tại chỗ…   Thêm,5 sao,9 tháng trước
Mê Mc và ăn rất nhiều tại đây Đồ ăn:  5…   Thêm,5 sao,9 tháng trước
Dồ ăn ngon lắm Đồ ăn:  5 Dịch vụ: …   Thêm,5 sao,7 tháng trước
Quán nhân viên dễ thương Đồ ăn:  5 Dịch vụ: …   Thêm,5 sao,7 tháng trước
"Băng ghế dài sát tường màu đen, phía cuối của băng ghế nên có tay vịn để lưu ý giới hạn của băng ghế phòng tránh té ngã vì mình  ngồi ở gần cuối băng khi xê dịch thì bị té ngã   Thêm",5 sao,một năm trước
"Sạch sẽ, nhân viên thân thiện Đồ ăn:  5…   Thêm",5 sao,7 tháng trước
"đồ ăn ngon, làm nhanh, nhân viên rất nhiệt tình, mình đi vs bé nhỏ nhưng rất thoải mái Dịch vụ…   Thêm",5 sao,10 tháng trước
"Sạch sẽ, tương đối vắng, thuận tiện cho ăn tại chỗ vào mùa Covid.",5 sao,4 năm trước
Vui tươi Đồ ăn:  5 Dịch vụ:  5…   Thêm,5 sao,7 tháng trước
Nhân viên siêu dễ thương Đồ ăn:  5 Dịch vụ: …   Thêm,5 sao,7 tháng trước
Dv thanh toán kém Đồ ăn:  5 Dịch vụ: …   Thêm,2 sao,3 tháng trước
Gà ngon. Khoai giòn Đồ ăn:  5 Dịch vụ: …   Thêm,5 sao,một năm trước
Kem rất ngon Đồ ăn:  5 Dịch vụ: …   Thêm,5 sao,7 tháng trước
Nằm trong trung tâm thương mại. Nên có chỗ để xe dưới hầm. Món ăn nóng. Giòn ngon. Thích ăn tại chỗ hơn. Vì các món ăn đều nóng. Giòn. Nhân viên nhiệt tình. Phục vụ nhanh và có 4 loại tương lựa chọn   Thêm,5 sao,một năm trước
"Sáng đến ăn sáng mà vào toàn dân Sales bds của Vin ngồi hết các bàn.

Người thì ăn bánh bao người thì hút vape tuy là không gian trong nhà có trẻ em. …   Thêm",1 sao,một năm trước
"Có booth tự order bằng máy và quầy order truyền thống cho những ai không quen xài máy.
Đồ ăn ra nhanh chuẩn MC, tuy nhiên hamberger của vc hơi bị nguội như không đc nóng như chi nhánh bên Đa Kao   Thêm",4 sao,một năm trước
"Thoáng mát, sạch đẹp, nhân viên chuyên nghiệp. Không gian sạch sẽ",5 sao,3 năm trước
"Mình rất ít khi đánh giá thấp những cửa hàng dịch vụ, nhưng hôm nay bực quá nên phải đánh giá 1sao. Hôm nay ngày 09/08/2023, vào lúc 16:05 mình vào mua đồ thì bạn nhân viên nam từ chối tính tiền cho mình và yêu cầu mình tự order trên máy. …   Thêm",1 sao,một năm trước
Một trong những store có thái độ phục vụ tệ nhất mình từng trải nghiệm của hệ thống McDonalds Việt Nam. Mình ăn ở đây vào ngày 01.10.2022 lúc 19:45 tại Mcdonalds Vincom Thảo Điền. …   Thêm,1 sao,2 năm trước
Ngon tuyệt vờiiiii Dịch vụ Ăn tại chỗ…   Thêm,5 sao,9 tháng trước
"Mới 21h40 mà bày ra như này, nhìn không hợp nhãn chút nào",3 sao,4 năm trước
"Nhiều năm rồi mình chỉ ăn đồ ăn sáng tại McDo, bánh Sausage khá ngon.
Cà phê McCafe giá tốt, đồ uống ngon.
Dịch vụ thì đương nhiên ko có j nhiều vì là self-serviced rồi. …   Thêm",4 sao,2 năm trước
Bữa ăn ngon Dịch vụ Ăn tại chỗ…   Thêm,5 sao,7 tháng trước
"Đứa ML tomboy , giọng đàn ông, chắc là trưởng ca hay gì đó, ăn nói chuyện như 1 đứa côn đồ, đầu đường xó chợ   Thêm",1 sao,một năm trước
"Quán rộng rãi , nhiều chỗ ngồi, thoáng Đồ ăn:  5…   Thêm",5 sao,6 tháng trước
Nhân viên chuyên nghiệp,5 sao,Thời gian chỉnh sửa: 3 năm trước
Luôn luôn ăn tại đây. Mọi thứ đều hợp khẩu vị Dịch vụ Ăn tại chỗ…   Thêm,5 sao,7 tháng trước
Phù hợp cho em bé Đồ ăn:  4 Dịch vụ: …   Thêm,4 sao,8 tháng trước
Nhìn chung ăn gà rán giờ ko thấy ngon. Chắc do hết thời sinh viên lâu quá rồi chăng. Dịch vụ…   Thêm,4 sao,2 năm trước
tài xế gojek ra vào tầm khoảng 1h. pha chế rất lâu. mong cải thiện thời gian phá chế ngắn nhất có thể.,3 sao,3 năm trước
"Gọi món ra hoá đơn lúc 13:00, mà hơn nữa 30 phút sau mới có thức ăn, biết là khách đông nên mình đã ngồi đợi nữa tiếng đồng hồ, trên màn hình hiển thị số hoá đơn của mình đã sẳn sàng nhưng vẫn chưa thấy nhân viên gọi lấy thức ăn, mình lại …   Thêm",1 sao,5 năm trước
"Nhân viên rất niềm nở nhiệt tình (buổi trưa nên ít khách). Em nhân viên người nhỏ nhắn ra đón tận cửa, về cúi đầu chào, cười tươi. Đi ăn nhiều quán,  cả quán McDonald nhưng lần đầu mới thấy đón tiếp niềm nở như vậy.",5 sao,Thời gian chỉnh sửa: 4 năm trước
"Không thấy chỗ rửa tay nhưng rất ngon, nhân viên nhiệt tình Dịch vụ Ăn t…   Thêm",5 sao,một năm trước
tuyệt vời,5 sao,8 tháng trước
Sạch sẽ rộng rãi Dịch vụ Ăn tại chỗ…   Thêm,5 sao,7 tháng trước
"Nhân viên hỗ trợ nhiệt tình, đồ ăn ngon Đồ ăn:  5…   Thêm",5 sao,8 tháng trước
"Nhân viên dễ thương, nước ngon, giá cả hợp lý tuy nhiên quán Cafe nằm hơi khuất, ít người biết tới.",4 sao,4 năm trước
"Mua 1 burger, 2 khoai, 1 đùi gà mà cho đúng 1 bịch tương ớt, 3 bịch cà, ăn sao hết :)))",2 sao,một năm trước
"Thành thật mà nói, đồ ăn cũng thường!!
Tui thấy học theo công thức trên mạng không chừng còn hợp khẩu vị người Việt hơn...   Thêm",1 sao,2 năm trước
"Phục vụ nhanh, đồ ăn ngon Đồ ăn:  5…   Thêm",5 sao,7 tháng trước
11/9/2019 . Nhà hàng nằm tầng trệt . Không gian rộng vô cùng. Order món nhanh. Đa số khách là người nước ngoài. Chổ để xe phải gửi ở hầm,5 sao,5 năm trước
"Quán không gian thoáng mát, đồ ăn ngon,nhân viên phục vụ rất nhiệt tình Đồ ăn:  5…   Thêm",5 sao,một năm trước
Chỗ này rất tốt Đồ ăn:  5 Dịch vụ: …   Thêm,5 sao,8 tháng trước
"Chất lượng phục vụ tốt,các món ăn đạt chuẩn,phong cách phục vụ chuyên nghiệp,giá cả phải chăng.Tôi rất ấn tượng khu vực này nếu có dịp trở lại nơi đay.",5 sao,4 năm trước
💗 … Đồ ăn:  5 Dịch vụ:  5…   Thêm,5 sao,8 tháng trước
"Nhân viên thân thiện , order nhanh .",5 sao,4 năm trước
"Đồ ăn ở đây rất ngon, mình rất thích. Nhưng có điều là không có dao nĩa, mỗi lần ăn gà mình đều bị bỏng tay ăn rất khó khăn. Phải để nó nguội mới ăn dễ hơn nhưng nguội thì không ngon nữa.",4 sao,6 năm trước
Thái độ phục vụ quá tệ. Nhân viên nói chuyện cực kì bất cần khách. Ăn được thì ăn không ăn được thì cút,1 sao,3 năm trước
"Đồ ăn ngon, nhân viên dễ thương Đồ ăn:  5…   Thêm",5 sao,9 tháng trước
"Phục vụ nhanh,nhân viên nhiệt tình thân thiện Đồ ăn:  5…   Thêm",5 sao,9 tháng trước
thái độ nhân viên không tốt Dịch vụ:  1,1 sao,6 tháng trước
"Nhân viên làm món rất thái độ với tài xế giao hàng, cư xử thiếu tôn trọng",1 sao,2 năm trước
Không gian rộng rãi thoải mái để nhóm trò chuyện. Các món bánh rất vừa miệng với thực khách.,5 sao,4 năm trước
Gà cay ở đây đối với tôi rất ngon Dịch vụ Ăn tại chỗ…   Thêm,5 sao,8 tháng trước
Quá zth lun Dịch vụ Ăn tại chỗ…   Thêm,5 sao,9 tháng trước
ngon Đồ ăn:  5 Dịch vụ:  5…   Thêm,5 sao,7 tháng trước
Không khí giáng sinh bao trùm nơi đây. Đồ ăn:  5…   Thêm,5 sao,7 tháng trước
"Đồ ăn ngon, phục vụ tốt Đồ ăn:  5 Dịch vụ: …   Thêm",5 sao,8 tháng trước
Trên cả tuyệt vời tôi yêu đồ ăn nơi đây,5 sao,một năm trước
"Sạch sẽ, rộng rãi",5 sao,6 năm trước
"nhỏ hơn các quán MC khác. bạn có thể ăn đủ từ bữa sáng đến tối đến ăn vặt, cà phê hay trà ở đây",5 sao,6 năm trước
"Đồ ăn ngon, không gian đẹp",5 sao,8 tháng trước
dù thiếu xót đồ ăn nma yêu cầu lại và các chị phục vụ rất tốt nên rất uci ^^,5 sao,4 năm trước
"Đồ ăn ngon, phục vụ chuyên nghiệp Dịch vụ Ăn tại chỗ…   Thêm",5 sao,11 tháng trước
Khách lấy má đuồi mà đưa ức gà làm như cc Đồ ăn:  1,1 sao,một năm trước
Phục vụ khá lâu và cũng giống như các McDonald khác là mỗi khi có đồ chơi happy meal đẹp là luôn hết sớm.,3 sao,Thời gian chỉnh sửa: 6 năm trước
"1. Burger thì bung hết rau ta
2. Không hề có bịch tương
3. Đóng gói cẩu thả",2 sao,5 năm trước
thái độ của nhân viên rất tệ!!! Đồ ăn:  5…   Thêm,1 sao,8 tháng trước
Giá ngon mát mẻ Giá mỗi người 1-100.000 ₫,5 sao,7 tháng trước
Kem ngon,5 sao,6 năm trước
"Đồ ăn ngon, không gian rộng",5 sao,8 tháng trước
Ăn rất ngon đúng chuẩn mcdonald nhân viên hăng hái vệ sinh sạch sẽ,5 sao,4 năm trước
"Quản lý thiếu chuyên nghiệp , shiper lại nếu có nước thì báo shiper biết này kg nói",1 sao,4 năm trước
Mọi việc nhìn chung thì chưa tốt lắm . Nhân viên trình độ nhận thức còn kém,5 sao,6 năm trước
Thích mua 1 món được tặng cafe sáng trước 10h nhé (có app) .,5 sao,4 năm trước
Trải nghiệm tuyệt vời 💯. Sẽ ghé lần sau. … Đồ ăn:  5…   Thêm,5 sao,9 tháng trước
Tốt. Tôi thích dùng bữa ăn tại đây Dịch vụ Ăn tại chỗ…   Thêm,5 sao,một năm trước
Tốt ngon miệng Đồ ăn:  5 Dịch vụ: …   Thêm,5 sao,7 tháng trước
Nhân viern dễ thương Đồ ăn:  5 Dịch vụ: …   Thêm,5 sao,9 tháng trước
"Rất ngon, giá bình dân, nhân viên cực kỳ nhiệt tình.",5 sao,4 năm trước
"Trừ việc giá hơi đắt ra thì mình thấy đồ ăn, chất lượng phục vụ ... đều ổn",4 sao,6 năm trước
"Order nhanh, sạch sẽ, nhân viên nhiệt tình Loại hình bữa ăn Bữa trưa…   Thêm",5 sao,một năm trước
Ngon,5 sao,7 tháng trước
Do uong cung tam on nhung gia ca cao hon may quan cafe kem cho khac.cafe ben may quan kha cuong ngon hon ma gia ca oke hon,3 sao,6 năm trước
"Món ăn ngon, vệ sinh sạch sẽ, nhân viên tận tình.",5 sao,5 năm trước
dễ thương đồ ăn ngon,5 sao,8 tháng trước
"Chọn đến cho khu Cầu Sài Gòn
Dễ TÌM và nhận diện Dịch vụ Ăn tại chỗ…   Thêm",4 sao,một năm trước
Ngon Đồ ăn:  5 Dịch vụ:  5…   Thêm,5 sao,7 tháng trước
"Tốt ạ, phục vụ nhiệt tình Đồ ăn:  5…   Thêm",5 sao,8 tháng trước
Ngon Đồ ăn:  5 Dịch vụ:  5…   Thêm,5 sao,9 tháng trước
"chuyên nghiệp , đồ ăn ngon Dịch vụ Ăn tại chỗ…   Thêm",5 sao,8 tháng trước
